mun;ano;group;qtdp;n;p
110006;2012;Importado;300-500;1;1,00000000000000e+00
110006;2013;Importado;10k-100k;1;1,00000000000000e+00
110006;2013;NA;300-500;1;1,00000000000000e+00
110006;2014;Importado;200-300;1;2,00000000000000e-01
110006;2014;Importado;300-500;3;6,00000000000000e-01
110006;2014;Importado;500-10k;1;2,00000000000000e-01
110006;2015;Importado;500-10k;1;1,00000000000000e+00
110006;2017;Autóctone;10k-100k;1;1,00000000000000e+00
110006;2017;Importado;300-500;1;1,00000000000000e+00
110006;2017;NA;500-10k;1;1,00000000000000e+00
110006;2018;Autóctone;500-10k;1;1,00000000000000e+00
110006;2019;Importado;<200;1;2,00000000000000e-01
110006;2019;Importado;300-500;1;2,00000000000000e-01
110006;2019;Importado;500-10k;3;6,00000000000000e-01
110006;2020;Importado;300-500;1;5,00000000000000e-01
110006;2020;Importado;500-10k;1;5,00000000000000e-01
110007;2007;Autóctone;300-500;1;1,00000000000000e+00
110007;2007;Importado;300-500;1;1,66666666666667e-01
110007;2007;Importado;500-10k;5;8,33333333333333e-01
110007;2008;Importado;<200;1;1,25000000000000e-01
110007;2008;Importado;200-300;4;5,00000000000000e-01
110007;2008;Importado;300-500;2;2,50000000000000e-01
110007;2008;Importado;500-10k;1;1,25000000000000e-01
110007;2009;Importado;300-500;1;2,50000000000000e-01
110007;2009;Importado;500-10k;2;5,00000000000000e-01
110007;2009;Importado;>100k;1;2,50000000000000e-01
110007;2010;Importado;<200;1;1,25000000000000e-01
110007;2010;Importado;300-500;3;3,75000000000000e-01
110007;2010;Importado;500-10k;4;5,00000000000000e-01
110007;2011;Importado;10k-100k;1;5,00000000000000e-01
110007;2011;Importado;NA;1;5,00000000000000e-01
110007;2018;Autóctone;300-500;2;1,00000000000000e+00
110007;2018;Importado;500-10k;2;1,00000000000000e+00
110007;2019;Importado;200-300;1;3,33333333333333e-01
110007;2019;Importado;300-500;1;3,33333333333333e-01
110007;2019;Importado;500-10k;1;3,33333333333333e-01
110007;2020;Importado;200-300;1;5,00000000000000e-01
110007;2020;Importado;500-10k;1;5,00000000000000e-01
110008;2007;Autóctone;<200;149;3,01619433198381e-01
110008;2007;Autóctone;200-300;46;9,31174089068826e-02
110008;2007;Autóctone;300-500;98;1,98380566801619e-01
110008;2007;Autóctone;500-10k;178;3,60323886639676e-01
110008;2007;Autóctone;10k-100k;23;4,65587044534413e-02
110008;2007;Importado;<200;23;2,98701298701299e-01
110008;2007;Importado;200-300;3;3,89610389610390e-02
110008;2007;Importado;300-500;11;1,42857142857143e-01
110008;2007;Importado;500-10k;36;4,67532467532468e-01
110008;2007;Importado;10k-100k;4;5,19480519480520e-02
110008;2007;NA;<200;3;1,36363636363636e-01
110008;2007;NA;200-300;1;4,54545454545455e-02
110008;2007;NA;300-500;3;1,36363636363636e-01
110008;2007;NA;500-10k;12;5,45454545454545e-01
110008;2007;NA;10k-100k;3;1,36363636363636e-01
110008;2008;Autóctone;<200;56;1,99288256227758e-01
110008;2008;Autóctone;200-300;28;9,96441281138790e-02
110008;2008;Autóctone;300-500;88;3,13167259786477e-01
110008;2008;Autóctone;500-10k;98;3,48754448398576e-01
110008;2008;Autóctone;10k-100k;11;3,91459074733096e-02
110008;2008;Importado;<200;6;1,66666666666667e-01
110008;2008;Importado;200-300;1;2,77777777777778e-02
110008;2008;Importado;300-500;15;4,16666666666667e-01
110008;2008;Importado;500-10k;12;3,33333333333333e-01
110008;2008;Importado;10k-100k;2;5,55555555555556e-02
110008;2008;NA;<200;6;2,85714285714286e-01
110008;2008;NA;200-300;1;4,76190476190476e-02
110008;2008;NA;300-500;4;1,90476190476190e-01
110008;2008;NA;500-10k;10;4,76190476190476e-01
110008;2009;Autóctone;<200;50;2,22222222222222e-01
110008;2009;Autóctone;200-300;32;1,42222222222222e-01
110008;2009;Autóctone;300-500;46;2,04444444444444e-01
110008;2009;Autóctone;500-10k;84;3,73333333333333e-01
110008;2009;Autóctone;10k-100k;12;5,33333333333333e-02
110008;2009;Autóctone;>100k;1;4,44444444444444e-03
110008;2009;Importado;<200;7;2,18750000000000e-01
110008;2009;Importado;200-300;1;3,12500000000000e-02
110008;2009;Importado;300-500;5;1,56250000000000e-01
110008;2009;Importado;500-10k;17;5,31250000000000e-01
110008;2009;Importado;10k-100k;2;6,25000000000000e-02
110008;2009;NA;<200;1;1,11111111111111e-01
110008;2009;NA;200-300;2;2,22222222222222e-01
110008;2009;NA;300-500;1;1,11111111111111e-01
110008;2009;NA;500-10k;5;5,55555555555556e-01
110008;2010;Autóctone;<200;63;1,56327543424318e-01
110008;2010;Autóctone;200-300;48;1,19106699751861e-01
110008;2010;Autóctone;300-500;113;2,80397022332506e-01
110008;2010;Autóctone;500-10k;156;3,87096774193548e-01
110008;2010;Autóctone;10k-100k;17;4,21836228287841e-02
110008;2010;Autóctone;>100k;6;1,48883374689826e-02
110008;2010;Importado;<200;2;8,00000000000000e-02
110008;2010;Importado;200-300;3;1,20000000000000e-01
110008;2010;Importado;300-500;5;2,00000000000000e-01
110008;2010;Importado;500-10k;13;5,20000000000000e-01
110008;2010;Importado;10k-100k;1;4,00000000000000e-02
110008;2010;Importado;>100k;1;4,00000000000000e-02
110008;2010;NA;<200;2;2,00000000000000e-01
110008;2010;NA;200-300;1;1,00000000000000e-01
110008;2010;NA;500-10k;7;7,00000000000000e-01
110008;2011;Autóctone;<200;15;8,15217391304348e-02
110008;2011;Autóctone;200-300;20;1,08695652173913e-01
110008;2011;Autóctone;300-500;24;1,30434782608696e-01
110008;2011;Autóctone;500-10k;121;6,57608695652174e-01
110008;2011;Autóctone;10k-100k;3;1,63043478260870e-02
110008;2011;Autóctone;>100k;1;5,43478260869565e-03
110008;2011;Importado;<200;3;1,87500000000000e-01
110008;2011;Importado;200-300;2;1,25000000000000e-01
110008;2011;Importado;300-500;1;6,25000000000000e-02
110008;2011;Importado;500-10k;8;5,00000000000000e-01
110008;2011;Importado;10k-100k;1;6,25000000000000e-02
110008;2011;Importado;NA;1;6,25000000000000e-02
110008;2011;NA;200-300;1;1,11111111111111e-01
110008;2011;NA;500-10k;8;8,88888888888889e-01
110008;2012;Autóctone;<200;23;1,05504587155963e-01
110008;2012;Autóctone;200-300;11;5,04587155963303e-02
110008;2012;Autóctone;300-500;19;8,71559633027523e-02
110008;2012;Autóctone;500-10k;158;7,24770642201835e-01
110008;2012;Autóctone;10k-100k;7;3,21100917431193e-02
110008;2012;Importado;<200;1;6,66666666666667e-02
110008;2012;Importado;200-300;2;1,33333333333333e-01
110008;2012;Importado;300-500;3;2,00000000000000e-01
110008;2012;Importado;500-10k;9;6,00000000000000e-01
110008;2012;NA;500-10k;7;1,00000000000000e+00
110008;2013;Autóctone;<200;23;2,01754385964912e-01
110008;2013;Autóctone;200-300;7;6,14035087719298e-02
110008;2013;Autóctone;300-500;21;1,84210526315789e-01
110008;2013;Autóctone;500-10k;57;5,00000000000000e-01
110008;2013;Autóctone;10k-100k;6;5,26315789473684e-02
110008;2013;Importado;<200;1;1,25000000000000e-01
110008;2013;Importado;300-500;1;1,25000000000000e-01
110008;2013;Importado;500-10k;6;7,50000000000000e-01
110008;2013;NA;300-500;2;2,22222222222222e-01
110008;2013;NA;500-10k;7;7,77777777777778e-01
110008;2014;Autóctone;<200;4;1,37931034482759e-01
110008;2014;Autóctone;200-300;1;3,44827586206897e-02
110008;2014;Autóctone;300-500;6;2,06896551724138e-01
110008;2014;Autóctone;500-10k;17;5,86206896551724e-01
110008;2014;Autóctone;10k-100k;1;3,44827586206897e-02
110008;2014;Importado;<200;3;3,00000000000000e-01
110008;2014;Importado;200-300;1;1,00000000000000e-01
110008;2014;Importado;500-10k;6;6,00000000000000e-01
110008;2014;NA;<200;1;2,50000000000000e-01
110008;2014;NA;500-10k;3;7,50000000000000e-01
110008;2015;Autóctone;<200;6;1,11111111111111e-01
110008;2015;Autóctone;200-300;4;7,40740740740741e-02
110008;2015;Autóctone;300-500;13;2,40740740740741e-01
110008;2015;Autóctone;500-10k;25;4,62962962962963e-01
110008;2015;Autóctone;10k-100k;3;5,55555555555556e-02
110008;2015;Autóctone;>100k;3;5,55555555555556e-02
110008;2015;Importado;<200;3;2,72727272727273e-01
110008;2015;Importado;300-500;2;1,81818181818182e-01
110008;2015;Importado;500-10k;5;4,54545454545455e-01
110008;2015;Importado;10k-100k;1;9,09090909090909e-02
110008;2015;NA;200-300;1;3,33333333333333e-01
110008;2015;NA;300-500;1;3,33333333333333e-01
110008;2015;NA;500-10k;1;3,33333333333333e-01
110008;2016;Autóctone;<200;17;1,91011235955056e-01
110008;2016;Autóctone;200-300;8;8,98876404494382e-02
110008;2016;Autóctone;300-500;17;1,91011235955056e-01
110008;2016;Autóctone;500-10k;44;4,94382022471910e-01
110008;2016;Autóctone;10k-100k;3;3,37078651685393e-02
110008;2016;Importado;300-500;4;5,71428571428571e-01
110008;2016;Importado;500-10k;3;4,28571428571429e-01
110008;2016;NA;<200;1;5,00000000000000e-01
110008;2016;NA;10k-100k;1;5,00000000000000e-01
110008;2017;Autóctone;<200;4;3,63636363636364e-01
110008;2017;Autóctone;200-300;1;9,09090909090909e-02
110008;2017;Autóctone;500-10k;6;5,45454545454545e-01
110008;2017;Importado;<200;2;3,33333333333333e-01
110008;2017;Importado;300-500;1;1,66666666666667e-01
110008;2017;Importado;500-10k;3;5,00000000000000e-01
110008;2017;NA;<200;7;7,00000000000000e-01
110008;2017;NA;300-500;1;1,00000000000000e-01
110008;2017;NA;500-10k;1;1,00000000000000e-01
110008;2017;NA;10k-100k;1;1,00000000000000e-01
110008;2018;Autóctone;<200;5;4,54545454545455e-01
110008;2018;Autóctone;300-500;1;9,09090909090909e-02
110008;2018;Autóctone;500-10k;5;4,54545454545455e-01
110008;2018;Importado;<200;1;3,33333333333333e-01
110008;2018;Importado;200-300;1;3,33333333333333e-01
110008;2018;Importado;500-10k;1;3,33333333333333e-01
110008;2018;NA;300-500;1;3,33333333333333e-01
110008;2018;NA;500-10k;2;6,66666666666667e-01
110008;2019;Autóctone;<200;26;2,32142857142857e-01
110008;2019;Autóctone;200-300;12;1,07142857142857e-01
110008;2019;Autóctone;300-500;28;2,50000000000000e-01
110008;2019;Autóctone;500-10k;43;3,83928571428571e-01
110008;2019;Autóctone;10k-100k;3;2,67857142857143e-02
110008;2019;Importado;<200;3;3,33333333333333e-01
110008;2019;Importado;300-500;3;3,33333333333333e-01
110008;2019;Importado;500-10k;3;3,33333333333333e-01
110008;2019;NA;500-10k;6;1,00000000000000e+00
110008;2020;Autóctone;<200;25;1,57232704402516e-01
110008;2020;Autóctone;200-300;20;1,25786163522013e-01
110008;2020;Autóctone;300-500;36;2,26415094339623e-01
110008;2020;Autóctone;500-10k;70;4,40251572327044e-01
110008;2020;Autóctone;10k-100k;8;5,03144654088050e-02
110008;2020;Importado;300-500;2;4,00000000000000e-01
110008;2020;Importado;500-10k;2;4,00000000000000e-01
110008;2020;Importado;10k-100k;1;2,00000000000000e-01
110008;2020;NA;300-500;2;6,66666666666667e-01
110008;2020;NA;500-10k;1;3,33333333333333e-01
110009;2007;Autóctone;300-500;17;7,08333333333333e-01
110009;2007;Autóctone;500-10k;4;1,66666666666667e-01
110009;2007;Autóctone;10k-100k;3;1,25000000000000e-01
110009;2007;Importado;<200;1;1,28205128205128e-02
110009;2007;Importado;200-300;7;8,97435897435897e-02
110009;2007;Importado;300-500;40;5,12820512820513e-01
110009;2007;Importado;500-10k;24;3,07692307692308e-01
110009;2007;Importado;10k-100k;6;7,69230769230769e-02
110009;2007;NA;500-10k;1;1,00000000000000e+00
110009;2008;Autóctone;<200;2;9,56937799043062e-03
110009;2008;Autóctone;200-300;7;3,34928229665072e-02
110009;2008;Autóctone;300-500;102;4,88038277511962e-01
110009;2008;Autóctone;500-10k;89;4,25837320574163e-01
110009;2008;Autóctone;10k-100k;9;4,30622009569378e-02
110009;2008;Importado;<200;1;1,36986301369863e-02
110009;2008;Importado;200-300;1;1,36986301369863e-02
110009;2008;Importado;300-500;41;5,61643835616438e-01
110009;2008;Importado;500-10k;28;3,83561643835616e-01
110009;2008;Importado;10k-100k;2;2,73972602739726e-02
110009;2009;Autóctone;<200;2;7,19424460431655e-03
110009;2009;Autóctone;200-300;10;3,59712230215827e-02
110009;2009;Autóctone;300-500;149;5,35971223021583e-01
110009;2009;Autóctone;500-10k;100;3,59712230215827e-01
110009;2009;Autóctone;10k-100k;17;6,11510791366906e-02
110009;2009;Importado;200-300;3;3,44827586206897e-02
110009;2009;Importado;300-500;55;6,32183908045977e-01
110009;2009;Importado;500-10k;21;2,41379310344828e-01
110009;2009;Importado;10k-100k;8;9,19540229885057e-02
110009;2009;NA;300-500;2;1,00000000000000e+00
110009;2010;Autóctone;<200;7;1,89189189189189e-02
110009;2010;Autóctone;200-300;30;8,10810810810811e-02
110009;2010;Autóctone;300-500;190;5,13513513513513e-01
110009;2010;Autóctone;500-10k;115;3,10810810810811e-01
110009;2010;Autóctone;10k-100k;25;6,75675675675676e-02
110009;2010;Autóctone;>100k;3;8,10810810810811e-03
110009;2010;Importado;<200;3;5,66037735849057e-02
110009;2010;Importado;200-300;3;5,66037735849057e-02
110009;2010;Importado;300-500;24;4,52830188679245e-01
110009;2010;Importado;500-10k;20;3,77358490566038e-01
110009;2010;Importado;10k-100k;3;5,66037735849057e-02
110009;2010;NA;300-500;1;1,00000000000000e+00
110009;2011;Autóctone;<200;1;5,00000000000000e-01
110009;2011;Autóctone;200-300;1;5,00000000000000e-01
110009;2011;Importado;<200;1;2,12765957446809e-02
110009;2011;Importado;200-300;3;6,38297872340425e-02
110009;2011;Importado;300-500;25;5,31914893617021e-01
110009;2011;Importado;500-10k;17;3,61702127659574e-01
110009;2011;Importado;10k-100k;1;2,12765957446809e-02
110009;2012;Autóctone;300-500;4;5,00000000000000e-01
110009;2012;Autóctone;500-10k;4;5,00000000000000e-01
110009;2012;Importado;<200;4;5,33333333333333e-02
110009;2012;Importado;200-300;9;1,20000000000000e-01
110009;2012;Importado;300-500;36;4,80000000000000e-01
110009;2012;Importado;500-10k;21;2,80000000000000e-01
110009;2012;Importado;10k-100k;5;6,66666666666667e-02
110009;2013;Importado;<200;1;3,84615384615385e-02
110009;2013;Importado;300-500;15;5,76923076923077e-01
110009;2013;Importado;500-10k;6;2,30769230769231e-01
110009;2013;Importado;10k-100k;4;1,53846153846154e-01
110009;2013;NA;<200;1;1,00000000000000e+00
110009;2014;Autóctone;300-500;1;1,00000000000000e+00
110009;2014;Importado;300-500;7;5,00000000000000e-01
110009;2014;Importado;500-10k;3;2,14285714285714e-01
110009;2014;Importado;10k-100k;3;2,14285714285714e-01
110009;2014;Importado;>100k;1;7,14285714285714e-02
110009;2015;Autóctone;300-500;1;5,00000000000000e-01
110009;2015;Autóctone;500-10k;1;5,00000000000000e-01
110009;2015;Importado;200-300;2;1,33333333333333e-01
110009;2015;Importado;300-500;8;5,33333333333333e-01
110009;2015;Importado;500-10k;3;2,00000000000000e-01
110009;2015;Importado;10k-100k;2;1,33333333333333e-01
110009;2016;Importado;200-300;1;1,42857142857143e-01
110009;2016;Importado;300-500;2;2,85714285714286e-01
110009;2016;Importado;500-10k;4;5,71428571428571e-01
110009;2017;Importado;<200;2;1,53846153846154e-01
110009;2017;Importado;200-300;1;7,69230769230769e-02
110009;2017;Importado;300-500;2;1,53846153846154e-01
110009;2017;Importado;500-10k;6;4,61538461538462e-01
110009;2017;Importado;10k-100k;2;1,53846153846154e-01
110009;2018;Importado;300-500;8;5,33333333333333e-01
110009;2018;Importado;500-10k;6;4,00000000000000e-01
110009;2018;Importado;10k-100k;1;6,66666666666667e-02
110009;2019;Autóctone;<200;8;3,38983050847458e-02
110009;2019;Autóctone;200-300;14;5,93220338983051e-02
110009;2019;Autóctone;300-500;54;2,28813559322034e-01
110009;2019;Autóctone;500-10k;101;4,27966101694915e-01
110009;2019;Autóctone;10k-100k;50;2,11864406779661e-01
110009;2019;Autóctone;>100k;7;2,96610169491525e-02
110009;2019;Autóctone;NA;2;8,47457627118644e-03
110009;2019;Importado;<200;2;1,33333333333333e-01
110009;2019;Importado;200-300;1;6,66666666666667e-02
110009;2019;Importado;300-500;2;1,33333333333333e-01
110009;2019;Importado;500-10k;8;5,33333333333333e-01
110009;2019;Importado;10k-100k;2;1,33333333333333e-01
110009;2020;Autóctone;<200;1;5,98802395209581e-03
110009;2020;Autóctone;200-300;9;5,38922155688623e-02
110009;2020;Autóctone;300-500;45;2,69461077844311e-01
110009;2020;Autóctone;500-10k;80;4,79041916167665e-01
110009;2020;Autóctone;10k-100k;31;1,85628742514970e-01
110009;2020;Autóctone;>100k;1;5,98802395209581e-03
110009;2020;Importado;300-500;1;3,33333333333333e-01
110009;2020;Importado;500-10k;1;3,33333333333333e-01
110009;2020;Importado;10k-100k;1;3,33333333333333e-01
110010;2007;Autóctone;<200;434;1,44090305444887e-01
110010;2007;Autóctone;200-300;258;8,56573705179283e-02
110010;2007;Autóctone;300-500;730;2,42363877822045e-01
110010;2007;Autóctone;500-10k;1533;5,08964143426295e-01
110010;2007;Autóctone;10k-100k;57;1,89243027888446e-02
110010;2007;Importado;<200;71;1,70673076923077e-01
110010;2007;Importado;200-300;34;8,17307692307692e-02
110010;2007;Importado;300-500;94;2,25961538461538e-01
110010;2007;Importado;500-10k;204;4,90384615384615e-01
110010;2007;Importado;10k-100k;13;3,12500000000000e-02
110010;2007;NA;<200;1;3,44827586206897e-02
110010;2007;NA;200-300;2;6,89655172413793e-02
110010;2007;NA;300-500;8;2,75862068965517e-01
110010;2007;NA;500-10k;16;5,51724137931034e-01
110010;2007;NA;10k-100k;2;6,89655172413793e-02
110010;2008;Autóctone;<200;178;1,47473073736537e-01
110010;2008;Autóctone;200-300;108;8,94780447390224e-02
110010;2008;Autóctone;300-500;243;2,01325600662800e-01
110010;2008;Autóctone;500-10k;621;5,14498757249379e-01
110010;2008;Autóctone;10k-100k;57;4,72245236122618e-02
110010;2008;Importado;<200;38;1,83574879227053e-01
110010;2008;Importado;200-300;21;1,01449275362319e-01
110010;2008;Importado;300-500;44;2,12560386473430e-01
110010;2008;Importado;500-10k;93;4,49275362318841e-01
110010;2008;Importado;10k-100k;11;5,31400966183575e-02
110010;2008;NA;<200;3;1,50000000000000e-01
110010;2008;NA;300-500;11;5,50000000000000e-01
110010;2008;NA;500-10k;6;3,00000000000000e-01
110010;2009;Autóctone;<200;86;1,22159090909091e-01
110010;2009;Autóctone;200-300;42;5,96590909090909e-02
110010;2009;Autóctone;300-500;133;1,88920454545455e-01
110010;2009;Autóctone;500-10k;410;5,82386363636364e-01
110010;2009;Autóctone;10k-100k;33;4,68750000000000e-02
110010;2009;Importado;<200;16;1,20300751879699e-01
110010;2009;Importado;200-300;16;1,20300751879699e-01
110010;2009;Importado;300-500;16;1,20300751879699e-01
110010;2009;Importado;500-10k;78;5,86466165413534e-01
110010;2009;Importado;10k-100k;7;5,26315789473684e-02
110010;2009;NA;<200;3;3,33333333333333e-01
110010;2009;NA;300-500;3;3,33333333333333e-01
110010;2009;NA;500-10k;3;3,33333333333333e-01
110010;2010;Autóctone;<200;220;1,30331753554502e-01
110010;2010;Autóctone;200-300;146;8,64928909952607e-02
110010;2010;Autóctone;300-500;314;1,86018957345972e-01
110010;2010;Autóctone;500-10k;937;5,55094786729858e-01
110010;2010;Autóctone;10k-100k;71;4,20616113744076e-02
110010;2010;Importado;<200;53;1,92727272727273e-01
110010;2010;Importado;200-300;21;7,63636363636364e-02
110010;2010;Importado;300-500;47;1,70909090909091e-01
110010;2010;Importado;500-10k;137;4,98181818181818e-01
110010;2010;Importado;10k-100k;17;6,18181818181818e-02
110010;2010;NA;<200;2;6,45161290322581e-02
110010;2010;NA;200-300;3;9,67741935483871e-02
110010;2010;NA;300-500;7;2,25806451612903e-01
