mun;ano;group;qtdp;n;p
110026;2009;Autóctone;300-500;381;3,95638629283489e-01
110026;2009;Autóctone;500-10k;100;1,03842159916926e-01
110026;2009;Autóctone;10k-100k;1;1,03842159916926e-03
110026;2009;Importado;<200;15;3,65853658536585e-01
110026;2009;Importado;200-300;10;2,43902439024390e-01
110026;2009;Importado;300-500;12;2,92682926829268e-01
110026;2009;Importado;500-10k;4;9,75609756097561e-02
110026;2010;Autóctone;<200;238;3,37588652482269e-01
110026;2010;Autóctone;200-300;118;1,67375886524823e-01
110026;2010;Autóctone;300-500;283;4,01418439716312e-01
110026;2010;Autóctone;500-10k;64;9,07801418439716e-02
110026;2010;Autóctone;10k-100k;2;2,83687943262411e-03
110026;2010;Importado;<200;11;2,50000000000000e-01
110026;2010;Importado;200-300;9;2,04545454545455e-01
110026;2010;Importado;300-500;15;3,40909090909091e-01
110026;2010;Importado;500-10k;9;2,04545454545455e-01
110026;2011;Autóctone;<200;45;3,12500000000000e-01
110026;2011;Autóctone;200-300;24;1,66666666666667e-01
110026;2011;Autóctone;300-500;57;3,95833333333333e-01
110026;2011;Autóctone;500-10k;17;1,18055555555556e-01
110026;2011;Autóctone;10k-100k;1;6,94444444444444e-03
110026;2011;Importado;<200;8;2,42424242424242e-01
110026;2011;Importado;200-300;12;3,63636363636364e-01
110026;2011;Importado;300-500;10;3,03030303030303e-01
110026;2011;Importado;500-10k;3;9,09090909090909e-02
110026;2012;Autóctone;<200;11;1,80327868852459e-01
110026;2012;Autóctone;200-300;21;3,44262295081967e-01
110026;2012;Autóctone;300-500;22;3,60655737704918e-01
110026;2012;Autóctone;500-10k;7;1,14754098360656e-01
110026;2012;Importado;<200;4;2,10526315789474e-01
110026;2012;Importado;200-300;5;2,63157894736842e-01
110026;2012;Importado;300-500;8;4,21052631578947e-01
110026;2012;Importado;500-10k;2;1,05263157894737e-01
110026;2013;Autóctone;<200;18;3,15789473684211e-01
110026;2013;Autóctone;200-300;13;2,28070175438596e-01
110026;2013;Autóctone;300-500;22;3,85964912280702e-01
110026;2013;Autóctone;500-10k;4;7,01754385964912e-02
110026;2013;Importado;<200;5;1,61290322580645e-01
110026;2013;Importado;200-300;5;1,61290322580645e-01
110026;2013;Importado;300-500;18;5,80645161290323e-01
110026;2013;Importado;500-10k;3;9,67741935483871e-02
110026;2014;Autóctone;<200;13;1,73333333333333e-01
110026;2014;Autóctone;200-300;17;2,26666666666667e-01
110026;2014;Autóctone;300-500;30;4,00000000000000e-01
110026;2014;Autóctone;500-10k;15;2,00000000000000e-01
110026;2014;Importado;<200;10;2,94117647058824e-01
110026;2014;Importado;200-300;5;1,47058823529412e-01
110026;2014;Importado;300-500;13;3,82352941176471e-01
110026;2014;Importado;500-10k;6;1,76470588235294e-01
110026;2015;Autóctone;<200;1;1,11111111111111e-01
110026;2015;Autóctone;200-300;1;1,11111111111111e-01
110026;2015;Autóctone;300-500;4;4,44444444444444e-01
110026;2015;Autóctone;500-10k;3;3,33333333333333e-01
110026;2015;Importado;300-500;2;6,66666666666667e-01
110026;2015;Importado;500-10k;1;3,33333333333333e-01
110026;2016;Autóctone;<200;4;9,30232558139535e-02
110026;2016;Autóctone;200-300;5;1,16279069767442e-01
110026;2016;Autóctone;300-500;19;4,41860465116279e-01
110026;2016;Autóctone;500-10k;14;3,25581395348837e-01
110026;2016;Autóctone;10k-100k;1;2,32558139534884e-02
110026;2016;Importado;<200;1;5,55555555555556e-02
110026;2016;Importado;200-300;6;3,33333333333333e-01
110026;2016;Importado;300-500;6;3,33333333333333e-01
110026;2016;Importado;500-10k;5;2,77777777777778e-01
110026;2017;Autóctone;<200;7;2,25806451612903e-01
110026;2017;Autóctone;200-300;4;1,29032258064516e-01
110026;2017;Autóctone;300-500;14;4,51612903225806e-01
110026;2017;Autóctone;500-10k;6;1,93548387096774e-01
110026;2017;Importado;<200;4;1,66666666666667e-01
110026;2017;Importado;300-500;11;4,58333333333333e-01
110026;2017;Importado;500-10k;9;3,75000000000000e-01
110026;2018;Autóctone;<200;12;2,72727272727273e-01
110026;2018;Autóctone;200-300;9;2,04545454545455e-01
110026;2018;Autóctone;300-500;18;4,09090909090909e-01
110026;2018;Autóctone;500-10k;5;1,13636363636364e-01
110026;2018;Importado;<200;2;1,17647058823529e-01
110026;2018;Importado;200-300;3;1,76470588235294e-01
110026;2018;Importado;300-500;8;4,70588235294118e-01
110026;2018;Importado;500-10k;4;2,35294117647059e-01
110026;2019;Autóctone;<200;3;1,76470588235294e-01
110026;2019;Autóctone;200-300;1;5,88235294117647e-02
110026;2019;Autóctone;300-500;10;5,88235294117647e-01
110026;2019;Autóctone;500-10k;3;1,76470588235294e-01
110026;2019;Importado;200-300;2;2,22222222222222e-01
110026;2019;Importado;300-500;3;3,33333333333333e-01
110026;2019;Importado;500-10k;4;4,44444444444444e-01
110026;2020;Autóctone;<200;2;4,00000000000000e-01
110026;2020;Autóctone;300-500;1;2,00000000000000e-01
110026;2020;Autóctone;500-10k;1;2,00000000000000e-01
110026;2020;Autóctone;10k-100k;1;2,00000000000000e-01
110026;2020;Importado;<200;1;2,50000000000000e-01
110026;2020;Importado;300-500;1;2,50000000000000e-01
110026;2020;Importado;500-10k;1;2,50000000000000e-01
110026;2020;Importado;10k-100k;1;2,50000000000000e-01
110028;2007;Autóctone;500-10k;2;1,00000000000000e+00
110028;2007;Importado;<200;2;9,17431192660551e-03
110028;2007;Importado;200-300;13;5,96330275229358e-02
110028;2007;Importado;300-500;116;5,32110091743119e-01
110028;2007;Importado;500-10k;77;3,53211009174312e-01
110028;2007;Importado;10k-100k;10;4,58715596330275e-02
110028;2007;NA;500-10k;1;1,00000000000000e+00
110028;2008;Importado;200-300;3;3,00000000000000e-02
110028;2008;Importado;300-500;42;4,20000000000000e-01
110028;2008;Importado;500-10k;47;4,70000000000000e-01
110028;2008;Importado;10k-100k;8;8,00000000000000e-02
110028;2008;NA;500-10k;2;1,00000000000000e+00
110028;2009;Importado;<200;5;5,00000000000000e-02
110028;2009;Importado;200-300;2;2,00000000000000e-02
110028;2009;Importado;300-500;36;3,60000000000000e-01
110028;2009;Importado;500-10k;46;4,60000000000000e-01
110028;2009;Importado;10k-100k;11;1,10000000000000e-01
110028;2010;Importado;<200;3;2,80373831775701e-02
110028;2010;Importado;200-300;4;3,73831775700935e-02
110028;2010;Importado;300-500;45;4,20560747663551e-01
110028;2010;Importado;500-10k;50;4,67289719626168e-01
110028;2010;Importado;10k-100k;5;4,67289719626168e-02
110028;2011;Autóctone;<200;1;1,00000000000000e+00
110028;2011;Importado;<200;3;4,47761194029851e-02
110028;2011;Importado;200-300;4;5,97014925373134e-02
110028;2011;Importado;300-500;23;3,43283582089552e-01
110028;2011;Importado;500-10k;30;4,47761194029851e-01
110028;2011;Importado;10k-100k;7;1,04477611940299e-01
110028;2012;Autóctone;<200;3;7,50000000000000e-01
110028;2012;Autóctone;500-10k;1;2,50000000000000e-01
110028;2012;Importado;<200;28;5,60000000000000e-01
110028;2012;Importado;200-300;1;2,00000000000000e-02
110028;2012;Importado;300-500;9;1,80000000000000e-01
110028;2012;Importado;500-10k;12;2,40000000000000e-01
110028;2013;Importado;<200;32;8,42105263157895e-01
110028;2013;Importado;200-300;1;2,63157894736842e-02
110028;2013;Importado;300-500;2;5,26315789473684e-02
110028;2013;Importado;500-10k;3;7,89473684210526e-02
110028;2014;Autóctone;<200;4;8,00000000000000e-01
110028;2014;Autóctone;500-10k;1;2,00000000000000e-01
110028;2014;Importado;<200;16;9,41176470588235e-01
110028;2014;Importado;500-10k;1;5,88235294117647e-02
110028;2015;Importado;<200;10;7,14285714285714e-01
110028;2015;Importado;200-300;1;7,14285714285714e-02
110028;2015;Importado;300-500;1;7,14285714285714e-02
110028;2015;Importado;500-10k;1;7,14285714285714e-02
110028;2015;Importado;>100k;1;7,14285714285714e-02
110028;2016;Importado;<200;17;9,44444444444444e-01
110028;2016;Importado;300-500;1;5,55555555555556e-02
110028;2016;NA;<200;1;1,00000000000000e+00
110028;2017;Importado;<200;17;1,00000000000000e+00
110028;2018;Autóctone;10k-100k;1;1,00000000000000e+00
110028;2018;Importado;<200;7;3,04347826086957e-01
110028;2018;Importado;200-300;1;4,34782608695652e-02
110028;2018;Importado;300-500;3;1,30434782608696e-01
110028;2018;Importado;500-10k;12;5,21739130434783e-01
110028;2019;Importado;<200;16;7,61904761904762e-01
110028;2019;Importado;200-300;1;4,76190476190476e-02
110028;2019;Importado;300-500;1;4,76190476190476e-02
110028;2019;Importado;500-10k;2;9,52380952380952e-02
110028;2019;Importado;10k-100k;1;4,76190476190476e-02
110028;2020;Importado;<200;5;5,00000000000000e-01
110028;2020;Importado;300-500;2;2,00000000000000e-01
110028;2020;Importado;500-10k;3;3,00000000000000e-01
110029;2007;Autóctone;<200;6;7,50000000000000e-01
110029;2007;Autóctone;300-500;1;1,25000000000000e-01
110029;2007;Autóctone;500-10k;1;1,25000000000000e-01
110029;2007;Importado;<200;19;7,60000000000000e-01
110029;2007;Importado;300-500;2;8,00000000000000e-02
110029;2007;Importado;500-10k;4;1,60000000000000e-01
110029;2008;Importado;<200;2;6,66666666666667e-01
110029;2008;Importado;500-10k;1;3,33333333333333e-01
110029;2009;Importado;<200;12;7,05882352941177e-01
110029;2009;Importado;300-500;3;1,76470588235294e-01
110029;2009;Importado;500-10k;2;1,17647058823529e-01
110029;2010;Importado;<200;8;7,27272727272727e-01
110029;2010;Importado;300-500;2;1,81818181818182e-01
110029;2010;Importado;500-10k;1;9,09090909090909e-02
110029;2011;Importado;<200;4;6,66666666666667e-01
110029;2011;Importado;300-500;1;1,66666666666667e-01
110029;2011;Importado;500-10k;1;1,66666666666667e-01
110029;2013;Autóctone;300-500;1;1,00000000000000e+00
110029;2013;Importado;200-300;1;3,33333333333333e-01
110029;2013;Importado;500-10k;1;3,33333333333333e-01
110029;2013;Importado;10k-100k;1;3,33333333333333e-01
110029;2014;Importado;300-500;1;1,00000000000000e+00
110029;2016;Importado;500-10k;2;1,00000000000000e+00
110029;2017;Importado;300-500;1;2,50000000000000e-01
110029;2017;Importado;500-10k;1;2,50000000000000e-01
110029;2017;Importado;10k-100k;1;2,50000000000000e-01
110029;2017;Importado;>100k;1;2,50000000000000e-01
110029;2018;Importado;300-500;1;5,00000000000000e-01
110029;2018;Importado;500-10k;1;5,00000000000000e-01
110029;2019;Importado;500-10k;1;1,00000000000000e+00
110030;2007;Autóctone;<200;6;1,20000000000000e-01
110030;2007;Autóctone;200-300;6;1,20000000000000e-01
110030;2007;Autóctone;300-500;17;3,40000000000000e-01
110030;2007;Autóctone;500-10k;21;4,20000000000000e-01
110030;2007;Importado;<200;41;1,95238095238095e-01
110030;2007;Importado;200-300;20;9,52380952380952e-02
110030;2007;Importado;300-500;75;3,57142857142857e-01
110030;2007;Importado;500-10k;68;3,23809523809524e-01
110030;2007;Importado;10k-100k;4;1,90476190476190e-02
110030;2007;Importado;>100k;2;9,52380952380952e-03
110030;2007;NA;500-10k;1;1,00000000000000e+00
110030;2008;Autóctone;300-500;1;2,50000000000000e-01
110030;2008;Autóctone;500-10k;3;7,50000000000000e-01
110030;2008;Importado;<200;10;8,77192982456140e-02
110030;2008;Importado;200-300;11;9,64912280701754e-02
110030;2008;Importado;300-500;54;4,73684210526316e-01
110030;2008;Importado;500-10k;39;3,42105263157895e-01
110030;2008;NA;300-500;1;1,00000000000000e+00
110030;2009;Autóctone;<200;4;1,14285714285714e-01
110030;2009;Autóctone;200-300;2;5,71428571428571e-02
110030;2009;Autóctone;300-500;14;4,00000000000000e-01
110030;2009;Autóctone;500-10k;13;3,71428571428571e-01
110030;2009;Autóctone;10k-100k;2;5,71428571428571e-02
110030;2009;Importado;<200;37;1,47410358565737e-01
110030;2009;Importado;200-300;32;1,27490039840637e-01
110030;2009;Importado;300-500;112;4,46215139442231e-01
110030;2009;Importado;500-10k;69;2,74900398406374e-01
110030;2009;Importado;10k-100k;1;3,98406374501992e-03
110030;2010;Autóctone;<200;5;1,85185185185185e-01
110030;2010;Autóctone;200-300;1;3,70370370370370e-02
110030;2010;Autóctone;300-500;12;4,44444444444444e-01
110030;2010;Autóctone;500-10k;6;2,22222222222222e-01
110030;2010;Autóctone;10k-100k;3;1,11111111111111e-01
110030;2010;Importado;<200;18;9,62566844919786e-02
110030;2010;Importado;200-300;28;1,49732620320856e-01
110030;2010;Importado;300-500;83;4,43850267379679e-01
110030;2010;Importado;500-10k;53;2,83422459893048e-01
110030;2010;Importado;10k-100k;5;2,67379679144385e-02
110030;2010;NA;<200;1;5,00000000000000e-01
110030;2010;NA;500-10k;1;5,00000000000000e-01
110030;2011;Autóctone;500-10k;1;1,00000000000000e+00
110030;2011;Importado;<200;8;8,08080808080808e-02
110030;2011;Importado;200-300;17;1,71717171717172e-01
110030;2011;Importado;300-500;41;4,14141414141414e-01
110030;2011;Importado;500-10k;30;3,03030303030303e-01
110030;2011;Importado;10k-100k;3;3,03030303030303e-02
110030;2011;NA;500-10k;2;1,00000000000000e+00
110030;2012;Importado;<200;16;1,50943396226415e-01
110030;2012;Importado;200-300;14;1,32075471698113e-01
110030;2012;Importado;300-500;54;5,09433962264151e-01
110030;2012;Importado;500-10k;20;1,88679245283019e-01
110030;2012;Importado;10k-100k;2;1,88679245283019e-02
110030;2012;NA;300-500;2;6,66666666666667e-01
110030;2012;NA;500-10k;1;3,33333333333333e-01
110030;2013;Importado;<200;5;5,95238095238095e-02
110030;2013;Importado;200-300;6;7,14285714285714e-02
110030;2013;Importado;300-500;45;5,35714285714286e-01
110030;2013;Importado;500-10k;24;2,85714285714286e-01
110030;2013;Importado;10k-100k;4;4,76190476190476e-02
110030;2013;NA;500-10k;1;1,00000000000000e+00
110030;2014;Importado;<200;5;7,04225352112676e-02
110030;2014;Importado;200-300;15;2,11267605633803e-01
110030;2014;Importado;300-500;23;3,23943661971831e-01
110030;2014;Importado;500-10k;27;3,80281690140845e-01
110030;2014;Importado;10k-100k;1;1,40845070422535e-02
110030;2015;Importado;<200;3;8,82352941176471e-02
110030;2015;Importado;200-300;9;2,64705882352941e-01
110030;2015;Importado;300-500;10;2,94117647058824e-01
110030;2015;Importado;500-10k;12;3,52941176470588e-01
110030;2016;Importado;<200;2;6,25000000000000e-02
110030;2016;Importado;200-300;2;6,25000000000000e-02
110030;2016;Importado;300-500;9;2,81250000000000e-01
110030;2016;Importado;500-10k;18;5,62500000000000e-01
110030;2016;Importado;10k-100k;1;3,12500000000000e-02
110030;2016;NA;500-10k;1;1,00000000000000e+00
110030;2017;Autóctone;300-500;1;1,00000000000000e+00
110030;2017;Importado;<200;7;1,48936170212766e-01
110030;2017;Importado;200-300;7;1,48936170212766e-01
110030;2017;Importado;300-500;14;2,97872340425532e-01
110030;2017;Importado;500-10k;18;3,82978723404255e-01
110030;2017;Importado;10k-100k;1;2,12765957446809e-02
110030;2017;NA;300-500;1;1,66666666666667e-01
110030;2017;NA;500-10k;5;8,33333333333333e-01
110030;2018;Autóctone;200-300;1;9,09090909090909e-02
110030;2018;Autóctone;300-500;4;3,63636363636364e-01
110030;2018;Autóctone;500-10k;6;5,45454545454545e-01
110030;2018;Importado;<200;5;5,68181818181818e-02
110030;2018;Importado;200-300;7;7,95454545454545e-02
110030;2018;Importado;300-500;28;3,18181818181818e-01
110030;2018;Importado;500-10k;31;3,52272727272727e-01
110030;2018;Importado;10k-100k;2;2,27272727272727e-02
110030;2018;Importado;>100k;1;1,13636363636364e-02
110030;2018;Importado;NA;14;1,59090909090909e-01
110030;2019;Autóctone;300-500;1;1,00000000000000e+00
110030;2019;Importado;<200;2;4,00000000000000e-02
110030;2019;Importado;200-300;5;1,00000000000000e-01
110030;2019;Importado;300-500;17;3,40000000000000e-01
110030;2019;Importado;500-10k;22;4,40000000000000e-01
110030;2019;Importado;10k-100k;4;8,00000000000000e-02
110030;2020;Autóctone;<200;3;5,00000000000000e-01
110030;2020;Autóctone;500-10k;3;5,00000000000000e-01
110030;2020;Importado;<200;3;2,14285714285714e-01
110030;2020;Importado;200-300;2;1,42857142857143e-01
110030;2020;Importado;300-500;2;1,42857142857143e-01
110030;2020;Importado;500-10k;5;3,57142857142857e-01
110030;2020;Importado;10k-100k;2;1,42857142857143e-01
110032;2007;Autóctone;<200;6;8,33333333333333e-02
110032;2007;Autóctone;200-300;19;2,63888888888889e-01
110032;2007;Autóctone;300-500;28;3,88888888888889e-01
110032;2007;Autóctone;500-10k;12;1,66666666666667e-01
110032;2007;Autóctone;10k-100k;7;9,72222222222222e-02
110032;2007;Importado;<200;3;3,65853658536585e-02
110032;2007;Importado;200-300;18;2,19512195121951e-01
110032;2007;Importado;300-500;28;3,41463414634146e-01
110032;2007;Importado;500-10k;31;3,78048780487805e-01
110032;2007;Importado;10k-100k;2;2,43902439024390e-02
110032;2008;Autóctone;200-300;6;1,22448979591837e-01
110032;2008;Autóctone;300-500;19;3,87755102040816e-01
110032;2008;Autóctone;500-10k;22;4,48979591836735e-01
110032;2008;Autóctone;10k-100k;2;4,08163265306122e-02
110032;2008;Importado;<200;2;5,55555555555556e-02
110032;2008;Importado;200-300;7;1,94444444444444e-01
110032;2008;Importado;300-500;9;2,50000000000000e-01
110032;2008;Importado;500-10k;17;4,72222222222222e-01
110032;2008;Importado;10k-100k;1;2,77777777777778e-02
110032;2009;Autóctone;<200;7;1,75000000000000e-01
110032;2009;Autóctone;200-300;6;1,50000000000000e-01
110032;2009;Autóctone;300-500;13;3,25000000000000e-01
110032;2009;Autóctone;500-10k;11;2,75000000000000e-01
110032;2009;Autóctone;10k-100k;3;7,50000000000000e-02
110032;2009;Importado;<200;6;2,72727272727273e-01
110032;2009;Importado;200-300;2;9,09090909090909e-02
110032;2009;Importado;300-500;9;4,09090909090909e-01
110032;2009;Importado;500-10k;5;2,27272727272727e-01
110032;2010;Autóctone;<200;19;1,52000000000000e-01
110032;2010;Autóctone;200-300;32;2,56000000000000e-01
110032;2010;Autóctone;300-500;60;4,80000000000000e-01
110032;2010;Autóctone;500-10k;14;1,12000000000000e-01
110032;2010;Importado;<200;5;1,85185185185185e-01
110032;2010;Importado;200-300;5;1,85185185185185e-01
110032;2010;Importado;300-500;14;5,18518518518518e-01
110032;2010;Importado;500-10k;3;1,11111111111111e-01
110032;2011;Autóctone;<200;9;1,15384615384615e-01
110032;2011;Autóctone;200-300;22;2,82051282051282e-01
110032;2011;Autóctone;300-500;33;4,23076923076923e-01
110032;2011;Autóctone;500-10k;13;1,66666666666667e-01
110032;2011;Autóctone;10k-100k;1;1,28205128205128e-02
110032;2011;Importado;<200;3;3,75000000000000e-01
110032;2011;Importado;200-300;3;3,75000000000000e-01
110032;2011;Importado;300-500;2;2,50000000000000e-01
110032;2012;Autóctone;200-300;2;1,33333333333333e-01
110032;2012;Autóctone;300-500;10;6,66666666666667e-01
110032;2012;Autóctone;500-10k;3;2,00000000000000e-01
110032;2012;Importado;<200;3;3,00000000000000e-01
110032;2012;Importado;200-300;2;2,00000000000000e-01
110032;2012;Importado;300-500;3;3,00000000000000e-01
110032;2012;Importado;500-10k;2;2,00000000000000e-01
110032;2013;Autóctone;500-10k;2;1,00000000000000e+00
110032;2013;Importado;200-300;3;4,28571428571429e-01
110032;2013;Importado;300-500;3;4,28571428571429e-01
110032;2013;Importado;500-10k;1;1,42857142857143e-01
110032;2014;Importado;200-300;1;5,00000000000000e-01
110032;2014;Importado;300-500;1;5,00000000000000e-01
110032;2014;NA;300-500;1;1,00000000000000e+00
110032;2015;Importado;200-300;1;1,25000000000000e-01
110032;2015;Importado;300-500;3;3,75000000000000e-01
110032;2015;Importado;500-10k;3;3,75000000000000e-01
110032;2015;Importado;10k-100k;1;1,25000000000000e-01
110032;2016;Autóctone;300-500;1;1,00000000000000e+00
110032;2016;Importado;<200;1;1,00000000000000e-01
110032;2016;Importado;200-300;1;1,00000000000000e-01
110032;2016;Importado;300-500;6;6,00000000000000e-01
110032;2016;Importado;500-10k;2;2,00000000000000e-01
110032;2017;Autóctone;300-500;1;5,00000000000000e-01
110032;2017;Autóctone;500-10k;1;5,00000000000000e-01
110032;2017;Importado;<200;1;1,11111111111111e-01
110032;2017;Importado;300-500;2;2,22222222222222e-01
110032;2017;Importado;500-10k;6;6,66666666666667e-01
110032;2018;Autóctone;200-300;2;1,00000000000000e+00
110032;2018;Importado;<200;2;4,00000000000000e-01
110032;2018;Importado;200-300;2;4,00000000000000e-01
110032;2018;Importado;300-500;1;2,00000000000000e-01
110032;2019;Autóctone;300-500;1;1,00000000000000e+00
110032;2019;Importado;200-300;2;1,42857142857143e-01
110032;2019;Importado;300-500;7;5,00000000000000e-01
110032;2019;Importado;500-10k;5;3,57142857142857e-01
110032;2020;Importado;<200;1;9,09090909090909e-02
110032;2020;Importado;200-300;3;2,72727272727273e-01
110032;2020;Importado;300-500;2;1,81818181818182e-01
110032;2020;Importado;500-10k;3;2,72727272727273e-01
110032;2020;Importado;10k-100k;2;1,81818181818182e-01
110033;2007;Autóctone;<200;1111;1,80944625407166e-01
110033;2007;Autóctone;200-300;1241;2,02117263843648e-01
110033;2007;Autóctone;300-500;1603;2,61074918566775e-01
110033;2007;Autóctone;500-10k;2049;3,33713355048860e-01
110033;2007;Autóctone;10k-100k;130;2,11726384364821e-02
110033;2007;Autóctone;>100k;6;9,77198697068404e-04
110033;2007;Importado;<200;108;1,41176470588235e-01
110033;2007;Importado;200-300;101;1,32026143790850e-01
110033;2007;Importado;300-500;138;1,80392156862745e-01
110033;2007;Importado;500-10k;391;5,11111111111111e-01
110033;2007;Importado;10k-100k;26;3,39869281045752e-02
110033;2007;Importado;>100k;1;1,30718954248366e-03
110033;2007;NA;<200;3;1,11111111111111e-01
110033;2007;NA;200-300;4;1,48148148148148e-01
110033;2007;NA;300-500;5;1,85185185185185e-01
110033;2007;NA;500-10k;13;4,81481481481481e-01
110033;2007;NA;10k-100k;2;7,40740740740741e-02
110033;2008;Autóctone;<200;253;1,61661341853035e-01
110033;2008;Autóctone;200-300;192;1,22683706070288e-01
110033;2008;Autóctone;300-500;327;2,08945686900958e-01
110033;2008;Autóctone;500-10k;745;4,76038338658147e-01
110033;2008;Autóctone;10k-100k;47;3,00319488817891e-02
110033;2008;Autóctone;>100k;1;6,38977635782748e-04
110033;2008;Importado;<200;46;1,41538461538462e-01
110033;2008;Importado;200-300;26;8,00000000000000e-02
110033;2008;Importado;300-500;58;1,78461538461538e-01
110033;2008;Importado;500-10k;171;5,26153846153846e-01
110033;2008;Importado;10k-100k;24;7,38461538461539e-02
110033;2008;NA;300-500;1;3,33333333333333e-01
110033;2008;NA;500-10k;2;6,66666666666667e-01
110033;2009;Autóctone;<200;77;1,34851138353765e-01
110033;2009;Autóctone;200-300;53;9,28196147110333e-02
110033;2009;Autóctone;300-500;111;1,94395796847636e-01
110033;2009;Autóctone;500-10k;294;5,14886164623468e-01
110033;2009;Autóctone;10k-100k;36;6,30472854640981e-02
110033;2009;Importado;<200;45;1,74418604651163e-01
110033;2009;Importado;200-300;22;8,52713178294574e-02
110033;2009;Importado;300-500;45;1,74418604651163e-01
110033;2009;Importado;500-10k;129;5,00000000000000e-01
110033;2009;Importado;10k-100k;16;6,20155038759690e-02
110033;2009;Importado;>100k;1;3,87596899224806e-03
110033;2009;NA;<200;3;1,66666666666667e-01
110033;2009;NA;300-500;4;2,22222222222222e-01
110033;2009;NA;500-10k;9;5,00000000000000e-01
110033;2009;NA;10k-100k;1;5,55555555555556e-02
110033;2009;NA;>100k;1;5,55555555555556e-02
110033;2010;Autóctone;<200;74;1,11278195488722e-01
110033;2010;Autóctone;200-300;59;8,87218045112782e-02
110033;2010;Autóctone;300-500;174;2,61654135338346e-01
110033;2010;Autóctone;500-10k;312;4,69172932330827e-01
110033;2010;Autóctone;10k-100k;44;6,61654135338346e-02
110033;2010;Autóctone;>100k;2;3,00751879699248e-03
110033;2010;Importado;<200;31;1,31355932203390e-01
110033;2010;Importado;200-300;15;6,35593220338983e-02
110033;2010;Importado;300-500;50;2,11864406779661e-01
110033;2010;Importado;500-10k;123;5,21186440677966e-01
110033;2010;Importado;10k-100k;16;6,77966101694915e-02
110033;2010;Importado;>100k;1;4,23728813559322e-03
110033;2010;NA;<200;1;6,66666666666667e-02
110033;2010;NA;200-300;1;6,66666666666667e-02
110033;2010;NA;300-500;2;1,33333333333333e-01
110033;2010;NA;500-10k;10;6,66666666666667e-01
110033;2010;NA;10k-100k;1;6,66666666666667e-02
110033;2011;Autóctone;<200;22;3,98550724637681e-02
110033;2011;Autóctone;200-300;44;7,97101449275362e-02
110033;2011;Autóctone;300-500;184;3,33333333333333e-01
110033;2011;Autóctone;500-10k;267;4,83695652173913e-01
110033;2011;Autóctone;10k-100k;31;5,61594202898551e-02
110033;2011;Autóctone;>100k;4;7,24637681159420e-03
110033;2011;Importado;<200;8;5,92592592592593e-02
110033;2011;Importado;200-300;12;8,88888888888889e-02
110033;2011;Importado;300-500;53;3,92592592592593e-01
110033;2011;Importado;500-10k;53;3,92592592592593e-01
110033;2011;Importado;10k-100k;8;5,92592592592593e-02
110033;2011;Importado;>100k;1;7,40740740740741e-03
110033;2011;NA;200-300;1;1,66666666666667e-01
110033;2011;NA;300-500;4;6,66666666666667e-01
110033;2011;NA;500-10k;1;1,66666666666667e-01
110033;2012;Autóctone;<200;13;6,07476635514019e-02
110033;2012;Autóctone;200-300;11;5,14018691588785e-02
110033;2012;Autóctone;300-500;72;3,36448598130841e-01
110033;2012;Autóctone;500-10k;110;5,14018691588785e-01
110033;2012;Autóctone;10k-100k;7;3,27102803738318e-02
110033;2012;Autóctone;>100k;1;4,67289719626168e-03
110033;2012;Importado;<200;7;5,14705882352941e-02
110033;2012;Importado;200-300;13;9,55882352941176e-02
110033;2012;Importado;300-500;41;3,01470588235294e-01
110033;2012;Importado;500-10k;69;5,07352941176471e-01
110033;2012;Importado;10k-100k;6;4,41176470588235e-02
110033;2012;NA;300-500;1;3,33333333333333e-01
110033;2012;NA;500-10k;2;6,66666666666667e-01
110033;2013;Autóctone;<200;32;2,28571428571429e-01
110033;2013;Autóctone;200-300;48;3,42857142857143e-01
110033;2013;Autóctone;300-500;28;2,00000000000000e-01
110033;2013;Autóctone;500-10k;30;2,14285714285714e-01
110033;2013;Autóctone;10k-100k;2;1,42857142857143e-02
110033;2013;Importado;<200;5;1,56250000000000e-01
110033;2013;Importado;200-300;4;1,25000000000000e-01
110033;2013;Importado;300-500;4;1,25000000000000e-01
110033;2013;Importado;500-10k;18;5,62500000000000e-01
110033;2013;Importado;10k-100k;1;3,12500000000000e-02
110033;2013;NA;200-300;1;1,00000000000000e+00
110033;2014;Autóctone;<200;28;1,72839506172839e-01
110033;2014;Autóctone;200-300;58;3,58024691358025e-01
110033;2014;Autóctone;300-500;32;1,97530864197531e-01
110033;2014;Autóctone;500-10k;44;2,71604938271605e-01
110033;2014;Importado;200-300;1;7,69230769230769e-02
110033;2014;Importado;300-500;6;4,61538461538462e-01
110033;2014;Importado;500-10k;6;4,61538461538462e-01
110033;2015;Autóctone;<200;13;8,84353741496599e-02
110033;2015;Autóctone;200-300;21;1,42857142857143e-01
110033;2015;Autóctone;300-500;32;2,17687074829932e-01
110033;2015;Autóctone;500-10k;79;5,37414965986395e-01
110033;2015;Autóctone;10k-100k;2;1,36054421768707e-02
110033;2015;Importado;<200;2;9,09090909090909e-02
110033;2015;Importado;200-300;2;9,09090909090909e-02
110033;2015;Importado;300-500;12;5,45454545454545e-01
110033;2015;Importado;500-10k;6;2,72727272727273e-01
110033;2016;Autóctone;<200;3;3,94736842105263e-02
110033;2016;Autóctone;200-300;10;1,31578947368421e-01
110033;2016;Autóctone;300-500;10;1,31578947368421e-01
110033;2016;Autóctone;500-10k;43;5,65789473684211e-01
