origem;destino;ano;fluxos
150293;210550;2008;   1
150293;211176;2007;   1
150295;150060;2008;   1
150295;150420;2008;   1
150295;150420;2009;   1
150295;150420;2010;   1
150295;150420;2011;   1
150295;150420;2014;   1
150295;150480;2018;   1
150295;150550;2012;   1
150295;150553;2007;   1
150295;150563;2009;   1
150295;150745;2008;   1
150295;171855;2012;   1
150295;172210;2007;   1
150295;210440;2015;   1
150295;210550;2008;   1
150295;210980;2014;   1
150295;211003;2009;   1
150295;211400;2020;   1
150300;130260;2010;   1
150300;130260;2018;   1
150300;150390;2010;   1
150300;150530;2009;   1
150304;170210;2007;   1
150304;170900;2010;   1
150307;150140;2008;   1
150307;150140;2009;   1
150307;150140;2010;   1
150307;150230;2009;   1
150307;150240;2009;   1
150307;150240;2014;   1
150307;150345;2010;   1
150307;150345;2011;   1
150307;150350;2009;   1
150307;150350;2010;   1
150307;150370;2008;   1
150307;150420;2007;   1
150307;150430;2011;   1
150307;150495;2007;   1
150307;150500;2007;   1
150307;150550;2010;   1
150307;150740;2009;   1
150307;150803;2011;   1
150307;510790;2009;   1
150309;110020;2012;   1
150309;130014;2007;   1
150309;130014;2011;   1
150309;130260;2008;   1
150309;150010;2008;   1
150309;150013;2007;   1
150309;150013;2010;   1
150309;150020;2008;   1
150309;150030;2010;   1
150309;150085;2009;   1
150309;150095;2011;   1
150309;150130;2008;   1
150309;150157;2009;   1
150309;150170;2009;   1
150309;150175;2009;   1
150309;150178;2018;   1
150309;150215;2010;   1
150309;150215;2011;   1
150309;150240;2013;   1
150309;150276;2009;   1
150309;150277;2010;   1
150309;150293;2007;   1
150309;150293;2011;   1
150309;150293;2012;   1
150309;150295;2011;   1
150309;150295;2017;   1
150309;150304;2012;   1
150309;150330;2009;   1
150309;150345;2014;   1
150309;150350;2010;   1
150309;150350;2012;   1
150309;150370;2007;   1
150309;150370;2009;   1
150309;150380;2018;   1
150309;150442;2009;   1
150309;150445;2009;   1
150309;150470;2009;   1
150309;150495;2009;   1
150309;150497;2013;   1
150309;150506;2007;   1
150309;150548;2008;   1
150309;150549;2008;   1
150309;150550;2007;   1
150309;150550;2009;   1
150309;150550;2011;   1
150309;150610;2009;   1
150309;150613;2007;   1
150309;150616;2008;   1
150309;150620;2011;   1
150309;150635;2010;   1
150309;150670;2009;   1
150309;150700;2011;   1
150309;150715;2008;   1
150309;150730;2011;   1
150309;150750;2007;   1
150309;150750;2013;   1
150309;150760;2009;   1
150309;150775;2008;   1
150309;150800;2011;   1
150309;150800;2012;   1
150309;150810;2017;   1
150309;150810;2019;   1
150309;150812;2007;   1
150309;150812;2008;   1
150309;150815;2007;   1
150309;150840;2009;   1
150309;150840;2012;   1
150309;160030;2010;   1
150309;170210;2010;   1
150309;170220;2007;   1
150309;170740;2009;   1
150309;170950;2008;   1
150309;170950;2009;   1
150309;171200;2008;   1
150309;171200;2009;   1
150309;171380;2008;   1
150309;172100;2010;   1
150309;172120;2009;   1
150309;210005;2010;   1
150309;210047;2010;   1
150309;210060;2008;   1
150309;210090;2010;   1
150309;210160;2007;   1
150309;210177;2010;   1
150309;210200;2009;   1
150309;210200;2010;   1
150309;210232;2010;   1
150309;210275;2010;   1
150309;210275;2011;   1
150309;210320;2011;   1
150309;210325;2008;   1
150309;210325;2009;   1
150309;210325;2012;   1
150309;210330;2009;   1
150309;210330;2010;   1
150309;210375;2010;   1
150309;210530;2009;   1
150309;210530;2011;   1
150309;210530;2012;   1
150309;210542;2007;   1
150309;210542;2008;   1
150309;210542;2009;   1
150309;210590;2008;   1
150309;210720;2008;   1
150309;210735;2009;   1
150309;210735;2010;   1
150309;210740;2009;   1
150309;210820;2008;   1
150309;210850;2008;   1
150309;210860;2010;   1
150309;210860;2013;   1
150309;210870;2009;   1
150309;210870;2012;   1
150309;210910;2009;   1
150309;210960;2013;   1
150309;210990;2008;   1
150309;210990;2012;   1
150309;211000;2008;   1
150309;211000;2011;   1
150309;211000;2013;   1
150309;211107;2011;   1
150309;211110;2011;   1
150309;211120;2009;   1
150309;211130;2007;   1
150309;211130;2010;   1
150309;211130;2012;   1
150309;211150;2008;   1
150309;211153;2010;   1
150309;211223;2010;   1
150309;211280;2007;   1
150309;211280;2015;   1
150309;211300;2007;   1
150309;211400;2007;   1
150309;211400;2008;   1
150309;510642;2011;   1
150309;510790;2007;   1
150309;510792;2007;   1
150310;110002;2018;   1
150310;130260;2007;   1
150310;150060;2010;   1
150310;150080;2007;   1
150310;150080;2010;   1
150310;150140;2007;   1
150310;150140;2008;   1
150310;150140;2017;   1
150310;150180;2010;   1
150310;150180;2011;   1
150310;150180;2014;   1
150310;150180;2017;   1
150310;150320;2009;   1
150310;150330;2012;   1
150310;150400;2013;   1
150310;150570;2020;   1
150310;150580;2009;   1
150310;150590;2008;   1
150310;150590;2013;   1
150310;150655;2012;   1
150310;150770;2011;   1
150310;150812;2007;   1
150310;150815;2007;   1
150310;160020;2018;   1
150310;160027;2010;   1
150310;160027;2012;   1
150310;160030;2007;   1
150310;160040;2008;   1
150310;160053;2014;   1
150310;160060;2012;   1
150310;160060;2016;   1
150310;160080;2011;   1
150310;210005;2010;   1
150310;210465;2009;   1
150310;210670;2015;   1
150310;211130;2019;   1
150320;110140;2012;   1
150320;140010;2010;   1
150320;150080;2010;   1
150320;150140;2007;   1
150320;150140;2011;   1
150320;150420;2012;   1
150320;150815;2007;   1
150320;510515;2012;   1
150330;110140;2012;   1
150330;150010;2012;   1
150330;150080;2009;   1
150330;150080;2011;   1
150330;150130;2009;   1
150330;150140;2007;   1
150330;150180;2016;   1
150330;150280;2010;   1
150330;150400;2017;   1
150330;150400;2019;   1
150330;150470;2011;   1
150330;150520;2010;   1
150330;150580;2008;   1
150330;150580;2016;   1
150340;150010;2007;   1
150340;150080;2007;   1
150340;150710;2012;   1
150340;211176;2013;   1
150345;120040;2016;   1
150345;130260;2018;   1
150345;130330;2012;   1
150345;140010;2013;   1
150345;150010;2009;   1
150345;150020;2009;   1
150345;150020;2010;   1
150345;150080;2012;   1
150345;150085;2011;   1
150345;150130;2010;   1
150345;150140;2012;   1
150345;150150;2009;   1
150345;150170;2008;   1
150345;150170;2009;   1
150345;150170;2010;   1
150345;150220;2009;   1
150345;150220;2011;   1
150345;150230;2009;   1
150345;150230;2011;   1
150345;150230;2012;   1
150345;150275;2009;   1
150345;150293;2011;   1
150345;150320;2008;   1
150345;150320;2011;   1
150345;150330;2007;   1
150345;150340;2007;   1
150345;150420;2007;   1
150345;150440;2010;   1
150345;150460;2011;   1
150345;150500;2009;   1
150345;150650;2007;   1
150345;150650;2008;   1
150345;150650;2018;   1
150345;150660;2007;   1
150345;150680;2009;   1
150345;150740;2008;   1
150345;150740;2009;   1
150345;150740;2011;   1
150345;150795;2013;   1
150345;150796;2009;   1
150345;150800;2013;   1
150345;150810;2007;   1
150345;160030;2008;   1
150345;160030;2010;   1
150345;170389;2007;   1
150345;171830;2010;   1
150345;210047;2011;   1
150345;210197;2011;   1
150345;210290;2011;   1
150345;210430;2012;   1
150345;210467;2009;   1
150345;210480;2009;   1
150345;210530;2010;   1
150345;210530;2012;   1
150345;210542;2010;   1
150345;210545;2007;   1
150345;210570;2016;   1
150345;210735;2009;   1
150345;210760;2014;   1
150345;210845;2011;   1
150345;211000;2020;   1
150345;211153;2012;   1
150345;211285;2007;   1
150345;211290;2009;   1
150345;510650;2007;   1
150350;130260;2010;   1
150350;130270;2012;   1
150350;150140;2007;   1
150350;150240;2011;   1
150350;150405;2011;   1
150350;150430;2015;   1
150350;150442;2007;   1
150350;150550;2007;   1
150350;150550;2008;   1
150350;150760;2007;   1
150350;510790;2019;   1
150350;510840;2013;   1
150360;110002;2007;   1
150360;110004;2007;   1
150360;110004;2010;   1
150360;110004;2011;   1
150360;110004;2012;   1
150360;110004;2013;   1
150360;110004;2014;   1
150360;110004;2015;   1
150360;110009;2011;   1
150360;110011;2011;   1
150360;110011;2012;   1
150360;110012;2018;   1
150360;110012;2019;   1
150360;110013;2010;   1
150360;110013;2011;   1
150360;110013;2013;   1
150360;110013;2018;   1
150360;110018;2016;   1
150360;110020;2009;   1
150360;110020;2010;   1
150360;110020;2016;   1
150360;110025;2017;   1
150360;110030;2012;   1
150360;110030;2016;   1
150360;110033;2010;   1
150360;110037;2011;   1
150360;110045;2012;   1
150360;110045;2020;   1
150360;110050;2009;   1
150360;110070;2012;   1
150360;110070;2018;   1
150360;110070;2019;   1
150360;110080;2012;   1
150360;110094;2012;   1
150360;110140;2013;   1
150360;110147;2014;   1
150360;110149;2012;   1
150360;120001;2017;   1
150360;120040;2008;   1
150360;120040;2012;   1
150360;130002;2011;   1
150360;130014;2014;   1
150360;130030;2013;   1
150360;130068;2017;   1
150360;130070;2009;   1
150360;130080;2017;   1
150360;130080;2019;   1
150360;130120;2013;   1
150360;130170;2017;   1
150360;130170;2020;   1
150360;130185;2018;   1
150360;130190;2013;   1
150360;130190;2015;   1
150360;130200;2019;   1
150360;130250;2019;   1
150360;130250;2020;   1
150360;130270;2009;   1
150360;130270;2013;   1
150360;130300;2014;   1
150360;130310;2007;   1
150360;130310;2008;   1
150360;130310;2011;   1
150360;130310;2019;   1
150360;130340;2007;   1
150360;130340;2009;   1
150360;130340;2012;   1
150360;130340;2014;   1
150360;130340;2016;   1
150360;130340;2018;   1
150360;130353;2014;   1
150360;130353;2019;   1
150360;130356;2019;   1
150360;130356;2020;   1
150360;130400;2013;   1
150360;130430;2017;   1
150360;130440;2007;   1
150360;130440;2015;   1
150360;140005;2020;   1
150360;140010;2020;   1
150360;140020;2018;   1
150360;140023;2013;   1
150360;140028;2011;   1
150360;140028;2018;   1
150360;140030;2012;   1
150360;140045;2011;   1
150360;140047;2012;   1
150360;150034;2012;   1
150360;150040;2009;   1
150360;150040;2010;   1
150360;150050;2007;   1
150360;150050;2011;   1
150360;150050;2012;   1
150360;150080;2014;   1
150360;150080;2016;   1
150360;150080;2017;   1
150360;150080;2018;   1
150360;150080;2020;   1
150360;150085;2010;   1
150360;150085;2011;   1
150360;150085;2020;   1
150360;150100;2020;   1
150360;150130;2009;   1
150360;150130;2014;   1
150360;150130;2016;   1
150360;150145;2018;   1
150360;150157;2008;   1
150360;150157;2011;   1
150360;150157;2015;   1
150360;150170;2008;   1
150360;150170;2010;   1
150360;150170;2016;   1
150360;150172;2007;   1
150360;150175;2013;   1
150360;150175;2017;   1
150360;150178;2013;   1
150360;150180;2011;   1
150360;150190;2013;   1
150360;150195;2013;   1
150360;150215;2011;   1
150360;150215;2013;   1
150360;150220;2010;   1
150360;150220;2012;   1
150360;150220;2013;   1
150360;150230;2014;   1
150360;150240;2008;   1
150360;150240;2013;   1
150360;150240;2014;   1
150360;150270;2016;   1
150360;150276;2007;   1
150360;150277;2007;   1
150360;150285;2010;   1
150360;150285;2013;   1
150360;150285;2017;   1
150360;150295;2009;   1
150360;150295;2012;   1
150360;150295;2014;   1
150360;150300;2010;   1
150360;150307;2014;   1
150360;150310;2016;   1
150360;150320;2013;   1
150360;150320;2019;   1
150360;150345;2013;   1
150360;150350;2010;   1
150360;150370;2009;   1
150360;150375;2008;   1
150360;150380;2010;   1
150360;150380;2012;   1
150360;150380;2013;   1
150360;150380;2018;   1
150360;150380;2020;   1
150360;150390;2008;   1
150360;150390;2010;   1
150360;150390;2018;   1
150360;150405;2013;   1
150360;150405;2017;   1
150360;150410;2012;   1
150360;150420;2008;   1
150360;150420;2014;   1
150360;150420;2015;   1
150360;150420;2020;   1
150360;150442;2011;   1
150360;150442;2013;   1
150360;150445;2012;   1
150360;150470;2014;   1
150360;150470;2018;   1
150360;150475;2014;   1
150360;150480;2020;   1
150360;150506;2007;   1
150360;150506;2009;   1
150360;150506;2018;   1
150360;150506;2019;   1
150360;150510;2009;   1
150360;150510;2010;   1
150360;150510;2011;   1
150360;150510;2018;   1
150360;150510;2019;   1
150360;150530;2015;   1
150360;150530;2019;   1
150360;150543;2012;   1
150360;150543;2018;   1
150360;150543;2020;   1
150360;150548;2007;   1
150360;150548;2009;   1
150360;150548;2011;   1
150360;150550;2011;   1
150360;150550;2013;   1
150360;150550;2020;   1
150360;150553;2010;   1
150360;150553;2020;   1
150360;150555;2015;   1
150360;150563;2012;   1
150360;150565;2008;   1
150360;150565;2017;   1
150360;150590;2009;   1
150360;150590;2010;   1
150360;150600;2008;   1
150360;150600;2009;   1
150360;150600;2012;   1
150360;150600;2014;   1
150360;150600;2015;   1
150360;150600;2019;   1
150360;150613;2008;   1
150360;150613;2015;   1
150360;150613;2016;   1
150360;150613;2018;   1
150360;150616;2011;   1
150360;150618;2010;   1
150360;150618;2018;   1
150360;150618;2019;   1
150360;150650;2018;   1
150360;150655;2012;   1
150360;150660;2015;   1
150360;150670;2007;   1
150360;150670;2008;   1
150360;150670;2011;   1
150360;150670;2012;   1
150360;150670;2014;   1
150360;150715;2014;   1
150360;150715;2015;   1
150360;150715;2017;   1
150360;150715;2019;   1
150360;150720;2014;   1
150360;150730;2010;   1
150360;150730;2014;   1
150360;150730;2016;   1
150360;150730;2018;   1
150360;150740;2008;   1
150360;150745;2013;   1
150360;150750;2020;   1
150360;150760;2014;   1
150360;150795;2007;   1
150360;150795;2008;   1
150360;150795;2011;   1
150360;150795;2013;   1
150360;150795;2014;   1
150360;150795;2015;   1
150360;150795;2018;   1
150360;150797;2012;   1
150360;150797;2013;   1
150360;150797;2015;   1
150360;150800;2011;   1
150360;150808;2007;   1
150360;150808;2008;   1
150360;150808;2011;   1
150360;150810;2017;   1
150360;150810;2020;   1
150360;150815;2018;   1
150360;150830;2013;   1
150360;150830;2016;   1
150360;150835;2010;   1
150360;150835;2013;   1
150360;150840;2010;   1
150360;150840;2013;   1
150360;160005;2020;   1
150360;160010;2017;   1
150360;160015;2011;   1
150360;160027;2007;   1
150360;160027;2008;   1
150360;160027;2009;   1
150360;160027;2014;   1
150360;160027;2018;   1
150360;160030;2016;   1
150360;160030;2017;   1
150360;160050;2007;   1
150360;160050;2010;   1
150360;160050;2011;   1
150360;160050;2012;   1
150360;160050;2018;   1
150360;160050;2019;   1
150360;160053;2012;   1
150360;160053;2020;   1
150360;160060;2009;   1
150360;160060;2011;   1
150360;160060;2014;   1
150360;160070;2017;   1
150360;170035;2010;   1
150360;170100;2008;   1
150360;170100;2009;   1
150360;170130;2008;   1
150360;170210;2009;   1
150360;170210;2011;   1
150360;170220;2011;   1
150360;170220;2014;   1
150360;170220;2018;   1
150360;170220;2020;   1
150360;170255;2013;   1
150360;170300;2010;   1
150360;170305;2010;   1
150360;170305;2011;   1
150360;170310;2011;   1
150360;170380;2012;   1
150360;170388;2011;   1
150360;170700;2007;   1
150360;170710;2012;   1
150360;170740;2008;   1
150360;170740;2010;   1
150360;170820;2009;   1
150360;170820;2010;   1
150360;170820;2011;   1
150360;170820;2012;   1
150360;170820;2013;   1
150360;171280;2010;   1
150360;171320;2013;   1
150360;171380;2017;   1
150360;171610;2009;   1
150360;171610;2012;   1
150360;171790;2010;   1
150360;172100;2008;   1
150360;172100;2014;   1
150360;172120;2009;   1
150360;210005;2008;   1
150360;210005;2010;   1
150360;210005;2011;   1
150360;210005;2015;   1
150360;210005;2018;   1
150360;210020;2007;   1
150360;210030;2007;   1
150360;210030;2008;   1
150360;210030;2011;   1
150360;210030;2012;   1
150360;210030;2013;   1
150360;210040;2007;   1
150360;210040;2016;   1
150360;210043;2009;   1
150360;210047;2020;   1
150360;210060;2015;   1
150360;210087;2010;   1
150360;210087;2018;   1
150360;210090;2011;   1
150360;210095;2009;   1
150360;210095;2010;   1
150360;210095;2017;   1
150360;210095;2019;   1
150360;210120;2008;   1
150360;210120;2018;   1
150360;210140;2010;   1
150360;210150;2007;   1
150360;210150;2015;   1
150360;210160;2007;   1
150360;210160;2009;   1
150360;210160;2013;   1
150360;210160;2020;   1
150360;210170;2013;   1
150360;210177;2011;   1
150360;210177;2015;   1
150360;210177;2020;   1
150360;210193;2007;   1
150360;210197;2012;   1
150360;210197;2014;   1
150360;210203;2013;   1
150360;210207;2016;   1
150360;210210;2010;   1
150360;210210;2018;   1
150360;210215;2011;   1
150360;210215;2013;   1
150360;210215;2014;   1
150360;210215;2016;   1
150360;210220;2015;   1
150360;210232;2009;   1
150360;210260;2016;   1
150360;210280;2012;   1
150360;210300;2007;   1
150360;210300;2017;   1
150360;210312;2012;   1
150360;210312;2013;   1
150360;210315;2013;   1
150360;210315;2019;   1
150360;210317;2009;   1
150360;210317;2012;   1
150360;210317;2018;   1
150360;210317;2019;   1
150360;210320;2011;   1
150360;210320;2013;   1
150360;210320;2015;   1
150360;210320;2018;   1
150360;210325;2011;   1
150360;210330;2008;   1
150360;210330;2009;   1
150360;210330;2014;   1
150360;210330;2019;   1
150360;210330;2020;   1
150360;210350;2012;   1
150360;210355;2010;   1
150360;210355;2012;   1
150360;210355;2016;   1
150360;210360;2007;   1
150360;210360;2010;   1
150360;210360;2011;   1
150360;210360;2013;   1
150360;210360;2014;   1
150360;210380;2018;   1
150360;210390;2015;   1
150360;210400;2007;   1
150360;210400;2010;   1
150360;210400;2012;   1
150360;210400;2018;   1
150360;210405;2007;   1
150360;210405;2014;   1
150360;210405;2016;   1
150360;210409;2015;   1
150360;210420;2007;   1
150360;210440;2008;   1
150360;210440;2013;   1
150360;210440;2014;   1
150360;210440;2015;   1
150360;210440;2017;   1
150360;210460;2008;   1
150360;210462;2012;   1
150360;210462;2016;   1
150360;210462;2019;   1
150360;210465;2010;   1
150360;210465;2019;   1
150360;210467;2012;   1
150360;210467;2015;   1
150360;210480;2011;   1
150360;210480;2020;   1
150360;210510;2007;   1
150360;210515;2017;   1
150360;210515;2019;   1
150360;210530;2008;   1
150360;210530;2015;   1
150360;210530;2017;   1
150360;210530;2018;   1
150360;210535;2012;   1
150360;210535;2013;   1
150360;210535;2014;   1
150360;210535;2017;   1
150360;210535;2018;   1
150360;210540;2011;   1
150360;210540;2013;   1
150360;210540;2016;   1
150360;210542;2007;   1
150360;210542;2012;   1
150360;210542;2015;   1
150360;210542;2017;   1
150360;210542;2020;   1
150360;210545;2011;   1
150360;210545;2014;   1
150360;210547;2008;   1
150360;210550;2008;   1
150360;210550;2013;   1
150360;210560;2008;   1
150360;210565;2009;   1
150360;210565;2012;   1
150360;210580;2013;   1
150360;210592;2019;   1
150360;210592;2020;   1
150360;210594;2010;   1
150360;210594;2011;   1
150360;210596;2008;   1
150360;210596;2010;   1
150360;210596;2014;   1
150360;210600;2013;   1
150360;210600;2014;   1
150360;210632;2007;   1
150360;210632;2010;   1
150360;210635;2013;   1
150360;210635;2020;   1
150360;210637;2007;   1
150360;210637;2011;   1
150360;210637;2014;   1
150360;210637;2016;   1
150360;210640;2018;   1
150360;210650;2008;   1
150360;210650;2011;   1
150360;210660;2012;   1
150360;210735;2009;   1
150360;210735;2015;   1
150360;210735;2020;   1
150360;210740;2008;   1
150360;210740;2009;   1
150360;210740;2010;   1
150360;210740;2011;   1
150360;210740;2015;   1
150360;210740;2016;   1
150360;210740;2018;   1
150360;210750;2018;   1
150360;210760;2007;   1
150360;210760;2011;   1
150360;210760;2012;   1
150360;210770;2012;   1
150360;210780;2007;   1
150360;210800;2011;   1
150360;210810;2010;   1
150360;210810;2017;   1
150360;210810;2019;   1
150360;210810;2020;   1
150360;210825;2012;   1
150360;210840;2007;   1
150360;210845;2010;   1
150360;210845;2013;   1
150360;210845;2018;   1
150360;210850;2008;   1
150360;210850;2009;   1
150360;210850;2011;   1
150360;210850;2012;   1
150360;210850;2014;   1
150360;210850;2015;   1
150360;210860;2008;   1
150360;210860;2015;   1
150360;210870;2015;   1
150360;210870;2019;   1
150360;210900;2012;   1
150360;210910;2011;   1
150360;210910;2020;   1
150360;210950;2008;   1
150360;210970;2010;   1
150360;210980;2007;   1
150360;210980;2011;   1
150360;210980;2013;   1
150360;210980;2016;   1
150360;210990;2010;   1
150360;210990;2015;   1
150360;211000;2017;   1
150360;211003;2009;   1
150360;211003;2012;   1
150360;211003;2014;   1
150360;211003;2020;   1
150360;211010;2019;   1
150360;211040;2009;   1
150360;211050;2009;   1
150360;211065;2007;   1
150360;211070;2013;   1
150360;211070;2014;   1
150360;211102;2013;   1
150360;211102;2018;   1
150360;211105;2008;   1
150360;211105;2014;   1
150360;211107;2009;   1
150360;211107;2010;   1
150360;211107;2012;   1
150360;211120;2009;   1
150360;211125;2013;   1
150360;211130;2014;   1
150360;211130;2016;   1
150360;211130;2020;   1
150360;211140;2010;   1
150360;211140;2015;   1
150360;211140;2017;   1
150360;211140;2019;   1
150360;211150;2015;   1
150360;211150;2018;   1
150360;211153;2009;   1
150360;211160;2010;   1
150360;211160;2013;   1
150360;211163;2013;   1
150360;211170;2011;   1
150360;211170;2013;   1
150360;211170;2019;   1
150360;211172;2008;   1
150360;211172;2019;   1
150360;211172;2020;   1
150360;211174;2007;   1
150360;211174;2013;   1
150360;211176;2007;   1
150360;211176;2008;   1
150360;211176;2009;   1
150360;211176;2013;   1
150360;211176;2015;   1
150360;211176;2017;   1
150360;211176;2020;   1
150360;211180;2015;   1
150360;211210;2011;   1
150360;211210;2019;   1
150360;211220;2008;   1
150360;211220;2009;   1
150360;211220;2010;   1
150360;211220;2012;   1
150360;211223;2007;   1
150360;211223;2011;   1
150360;211223;2012;   1
150360;211223;2016;   1
150360;211227;2008;   1
150360;211227;2010;   1
150360;211230;2009;   1
150360;211230;2012;   1
150360;211230;2016;   1
150360;211230;2019;   1
150360;211240;2010;   1
150360;211240;2019;   1
150360;211245;2013;   1
150360;211245;2014;   1
150360;211245;2017;   1
150360;211270;2007;   1
150360;211270;2008;   1
150360;211270;2013;   1
150360;211280;2009;   1
150360;211280;2010;   1
150360;211280;2014;   1
150360;211280;2015;   1
150360;211280;2019;   1
150360;211290;2007;   1
150360;211290;2019;   1
150360;211300;2009;   1
150360;211300;2017;   1
150360;211400;2015;   1
150360;211400;2017;   1
150360;211400;2018;   1
150360;220025;2007;   1
150360;220070;2020;   1
150360;220220;2007;   1
150360;220350;2017;   1
150360;220510;2011;   1
150360;220580;2011;   1
150360;220580;2012;   1
150360;220580;2013;   1
150360;220610;2016;   1
150360;220735;2011;   1
150360;220750;2007;   1
150360;220900;2012;   1
150360;221100;2007;   1
150360;221100;2012;   1
150360;221100;2013;   1
150360;221100;2018;   1
150360;221120;2012;   1
150360;230240;2007;   1
150360;230423;2008;   1
150360;230440;2009;   1
150360;231050;2013;   1
150360;231290;2011;   1
150360;231340;2009;   1
150360;231360;2014;   1
150360;231380;2013;   1
150360;240810;2012;   1
150360;241330;2011;   1
150360;261090;2008;   1
150360;261110;2013;   1
150360;291360;2013;   1
150360;293150;2011;   1
150360;310400;2007;   1
150360;311090;2011;   1
150360;312160;2012;   1
150360;314800;2013;   1
150360;314995;2013;   1
150360;315210;2013;   1
150360;316130;2011;   1
150360;316990;2013;   1
150360;320320;2014;   1
150360;330455;2007;   1
150360;350550;2011;   1
150360;350950;2013;   1
150360;353440;2010;   1
150360;354850;2008;   1
150360;355030;2007;   1
150360;355030;2010;   1
150360;410480;2011;   1
150360;410480;2012;   1
150360;411520;2010;   1
150360;411520;2011;   1
150360;411520;2014;   1
150360;411820;2015;   1
150360;411840;2010;   1
150360;411850;2011;   1
150360;411990;2007;   1
150360;412740;2013;   1
150360;420540;2011;   1
150360;420660;2011;   1
150360;420930;2012;   1
150360;421620;2012;   1
150360;431410;2007;   1
150360;431990;2009;   1
150360;500270;2008;   1
150360;500270;2009;   1
150360;500270;2011;   1
150360;500270;2014;   1
150360;500290;2013;   1
150360;500740;2012;   1
150360;500830;2010;   1
150360;510010;2017;   1
150360;510035;2013;   1
150360;510050;2012;   1
150360;510050;2017;   1
150360;510080;2013;   1
150360;510080;2014;   1
150360;510080;2015;   1
150360;510080;2019;   1
150360;510140;2012;   1
150360;510160;2011;   1
150360;510170;2012;   1
150360;510170;2016;   1
150360;510180;2012;   1
150360;510190;2013;   1
150360;510250;2019;   1
150360;510260;2012;   1
150360;510263;2007;   1
150360;510263;2011;   1
150360;510279;2012;   1
150360;510279;2013;   1
150360;510305;2012;   1
150360;510320;2007;   1
150360;510320;2013;   1
150360;510325;2012;   1
150360;510330;2013;   1
150360;510335;2011;   1
150360;510335;2020;   1
150360;510336;2012;   1
150360;510337;2013;   1
150360;510340;2016;   1
150360;510340;2017;   1
150360;510340;2018;   1
150360;510340;2019;   1
150360;510340;2020;   1
150360;510350;2013;   1
150360;510360;2013;   1
150360;510385;2019;   1
150360;510410;2015;   1
150360;510455;2010;   1
150360;510455;2014;   1
150360;510480;2014;   1
150360;510500;2013;   1
150360;510515;2007;   1
150360;510515;2015;   1
150360;510515;2016;   1
150360;510515;2019;   1
150360;510517;2012;   1
150360;510520;2018;   1
150360;510520;2019;   1
150360;510525;2009;   1
150360;510525;2015;   1
150360;510525;2016;   1
150360;510525;2018;   1
150360;510558;2008;   1
150360;510558;2010;   1
150360;510560;2015;   1
150360;510562;2016;   1
150360;510562;2018;   1
150360;510562;2019;   1
150360;510615;2012;   1
150360;510615;2019;   1
150360;510619;2008;   1
150360;510621;2009;   1
150360;510621;2012;   1
150360;510621;2013;   1
150360;510621;2019;   1
150360;510622;2010;   1
150360;510624;2010;   1
150360;510624;2012;   1
150360;510626;2014;   1
150360;510627;2020;   1
150360;510629;2009;   1
150360;510629;2013;   1
150360;510629;2014;   1
150360;510630;2012;   1
150360;510650;2008;   1
150360;510650;2012;   1
150360;510650;2018;   1
150360;510675;2012;   1
150360;510700;2013;   1
150360;510704;2010;   1
150360;510720;2007;   1
150360;510724;2011;   1
150360;510724;2012;   1
150360;510760;2014;   1
150360;510760;2015;   1
150360;510770;2011;   1
150360;510770;2012;   1
150360;510770;2014;   1
150360;510787;2007;   1
150360;510787;2013;   1
150360;510790;2008;   1
150360;510790;2009;   1
150360;510790;2016;   1
150360;510790;2017;   1
150360;510792;2014;   1
150360;510792;2015;   1
150360;510795;2010;   1
150360;510795;2011;   1
150360;510795;2014;   1
150360;510800;2008;   1
150360;510805;2009;   1
150360;510805;2011;   1
150360;510805;2018;   1
150360;510830;2007;   1
150360;510830;2010;   1
150360;510840;2007;   1
150360;510840;2016;   1
150360;510840;2020;   1
150360;510850;2012;   1
150360;510860;2009;   1
150360;510860;2012;   1
150360;510880;2009;   1
150360;520215;2010;   1
150360;520396;2008;   1
150360;520870;2007;   1
150360;520870;2018;   1
150360;521020;2017;   1
150360;521308;2018;   1
150360;521630;2007;   1
150360;521630;2008;   1
150360;521880;2013;   1
150360;521975;2010;   1
150360;522020;2016;   1
150360;530010;2010;   1
150360;530010;2012;   1
150360;530010;2016;   1
150360;530010;2018;   1
150360;539906;2011;   1
150370;110018;2007;   1
150370;150034;2008;   1
150370;150085;2009;   1
150370;150085;2011;   1
150370;150157;2007;   1
150370;150157;2009;   1
150370;150175;2009;   1
150370;150175;2010;   1
150370;150175;2011;   1
150370;150178;2018;   1
150370;150215;2010;   1
150370;150220;2008;   1
150370;150220;2009;   1
150370;150240;2007;   1
150370;150295;2014;   1
150370;150309;2007;   1
150370;150309;2012;   1
150370;150420;2013;   1
150370;150420;2015;   1
150370;150420;2016;   1
150370;150420;2018;   1
150370;150445;2011;   1
150370;150497;2008;   1
150370;150497;2011;   1
150370;150506;2010;   1
150370;150506;2013;   1
150370;150506;2018;   1
150370;150548;2008;   1
150370;150548;2009;   1
150370;150548;2017;   1
150370;150553;2011;   1
150370;150553;2014;   1
150370;150553;2015;   1
150370;150563;2007;   1
150370;150563;2011;   1
150370;150563;2013;   1
150370;150618;2007;   1
150370;150618;2008;   1
150370;150715;2010;   1
150370;150715;2011;   1
150370;150750;2008;   1
150370;150750;2010;   1
150370;150840;2010;   1
150370;170100;2007;   1
150370;170105;2008;   1
150370;170210;2007;   1
150370;170210;2008;   1
