src;ano;casos;group
130185;2010;1214;Total
130185;2011;826;Total
130185;2012;2895;Total
130185;2013;2322;Total
130185;2014;2394;Total
130185;2015;1022;Total
130185;2016;433;Total
130185;2017;1435;Total
130185;2018;1725;Total
130185;2019;724;Total
130185;2020;123;Total
130190;2007;6879;Total
130190;2008;5147;Total
130190;2009;3150;Total
130190;2010;1527;Total
130190;2011;390;Total
130190;2012;321;Total
130190;2013;262;Total
130190;2014;186;Total
130190;2015;62;Total
130190;2016;297;Total
130190;2017;3244;Total
130190;2018;864;Total
130190;2019;497;Total
130190;2020;375;Total
130195;2007;253;Total
130195;2008;38;Total
130195;2009;121;Total
130195;2010;117;Total
130195;2011;225;Total
130195;2012;924;Total
130195;2013;2093;Total
130195;2014;1741;Total
130195;2015;2044;Total
130195;2016;638;Total
130195;2017;1336;Total
130195;2018;576;Total
130195;2019;707;Total
130195;2020;770;Total
130200;2007;844;Total
130200;2008;388;Total
130200;2009;172;Total
130200;2010;37;Total
130200;2011;14;Total
130200;2012;8;Total
130200;2013;14;Total
130200;2014;17;Total
130200;2015;18;Total
130200;2016;3;Total
130200;2017;55;Total
130200;2018;329;Total
130200;2019;140;Total
130200;2020;65;Total
130210;2007;645;Total
130210;2008;686;Total
130210;2009;1319;Total
130210;2010;175;Total
130210;2011;46;Total
130210;2012;639;Total
130210;2013;362;Total
130210;2014;154;Total
130210;2015;289;Total
130210;2016;891;Total
130210;2017;893;Total
130210;2018;433;Total
130210;2019;654;Total
130210;2020;384;Total
130220;2007;1368;Total
130220;2008;697;Total
130220;2009;832;Total
130220;2010;377;Total
130220;2011;279;Total
130220;2012;1160;Total
130220;2013;721;Total
130220;2014;194;Total
130220;2015;547;Total
130220;2016;48;Total
130220;2017;111;Total
130220;2018;314;Total
130220;2019;110;Total
130220;2020;45;Total
130230;2007;4063;Total
130230;2008;1645;Total
130230;2009;638;Total
130230;2010;1401;Total
130230;2011;857;Total
130230;2012;916;Total
130230;2013;1355;Total
130230;2014;1637;Total
130230;2015;1732;Total
130230;2016;730;Total
130230;2017;1236;Total
130230;2018;1691;Total
130230;2019;1187;Total
130230;2020;649;Total
130240;2007;5489;Total
130240;2008;3234;Total
130240;2009;3440;Total
130240;2010;2314;Total
130240;2011;2314;Total
130240;2012;4377;Total
130240;2013;5141;Total
130240;2014;8544;Total
130240;2015;6167;Total
130240;2016;1996;Total
130240;2017;3113;Total
130240;2018;3562;Total
130240;2019;4100;Total
130240;2020;1210;Total
130250;2007;9146;Total
130250;2008;4891;Total
130250;2009;1706;Total
130250;2010;1269;Total
130250;2011;243;Total
130250;2012;418;Total
130250;2013;221;Total
130250;2014;158;Total
130250;2015;441;Total
130250;2016;315;Total
130250;2017;952;Total
130250;2018;1357;Total
130250;2019;663;Total
130250;2020;100;Total
130255;2007;905;Total
130255;2008;338;Total
130255;2009;115;Total
130255;2010;132;Total
130255;2011;128;Total
130255;2012;149;Total
130255;2013;242;Total
130255;2014;46;Total
130255;2015;12;Total
130255;2016;5;Total
130255;2017;20;Total
130255;2018;60;Total
130255;2019;23;Total
130260;2007;48521;Total
130260;2008;23172;Total
130260;2009;19098;Total
130260;2010;18360;Total
130260;2011;16979;Total
130260;2012;11143;Total
130260;2013;6331;Total
130260;2014;6629;Total
130260;2015;10507;Total
130260;2016;10752;Total
130260;2017;12848;Total
130260;2018;10027;Total
130260;2019;7916;Total
130260;2020;2435;Total
130270;2007;10650;Total
130270;2008;6556;Total
130270;2009;2698;Total
130270;2010;2581;Total
130270;2011;1782;Total
130270;2012;588;Total
130270;2013;399;Total
130270;2014;653;Total
130270;2015;330;Total
130270;2016;429;Total
130270;2017;656;Total
130270;2018;1095;Total
130270;2019;1924;Total
130270;2020;730;Total
130280;2007;1135;Total
130280;2008;1515;Total
130280;2009;571;Total
130280;2010;109;Total
130280;2011;59;Total
130280;2012;417;Total
130280;2013;891;Total
130280;2014;479;Total
130280;2015;1217;Total
130280;2016;491;Total
130280;2017;967;Total
130280;2018;619;Total
130280;2019;897;Total
130280;2020;153;Total
130290;2007;639;Total
130290;2008;596;Total
130290;2009;601;Total
130290;2010;1181;Total
130290;2011;399;Total
130290;2012;603;Total
130290;2013;259;Total
130290;2014;1905;Total
130290;2015;1204;Total
130290;2016;500;Total
130290;2017;1278;Total
130290;2018;1119;Total
130290;2019;1196;Total
130290;2020;617;Total
130300;2007;416;Total
130300;2008;809;Total
130300;2009;613;Total
130300;2010;83;Total
130300;2011;19;Total
130300;2012;2;Total
130300;2015;1;Total
130300;2016;1;Total
130300;2017;7;Total
130300;2018;180;Total
130300;2019;56;Total
130300;2020;4;Total
130310;2007;127;Total
130310;2008;142;Total
130310;2009;911;Total
130310;2010;48;Total
130310;2011;36;Total
130310;2012;14;Total
130310;2013;1;Total
130310;2014;43;Total
130310;2015;8;Total
130310;2016;6;Total
130310;2017;8;Total
130310;2018;6;Total
130310;2019;17;Total
130310;2020;1;Total
130320;2007;2630;Total
130320;2008;919;Total
130320;2009;579;Total
130320;2010;299;Total
130320;2011;326;Total
130320;2012;438;Total
130320;2013;143;Total
130320;2014;62;Total
130320;2015;90;Total
130320;2016;40;Total
130320;2017;665;Total
130320;2018;576;Total
130320;2019;446;Total
130320;2020;32;Total
130330;2007;5147;Total
130330;2008;2962;Total
130330;2009;2200;Total
130330;2010;1136;Total
130330;2011;932;Total
130330;2012;161;Total
130330;2013;102;Total
130330;2014;79;Total
130330;2015;59;Total
130330;2016;56;Total
130330;2017;173;Total
130330;2018;487;Total
130330;2019;1204;Total
130330;2020;85;Total
130340;2007;67;Total
130340;2008;62;Total
130340;2009;42;Total
130340;2010;26;Total
130340;2011;24;Total
130340;2012;17;Total
130340;2013;7;Total
130340;2014;10;Total
130340;2015;7;Total
130340;2016;2;Total
130340;2017;5;Total
130340;2018;4;Total
130340;2019;1;Total
130340;2020;1;Total
130350;2007;603;Total
130350;2008;307;Total
130350;2009;1532;Total
130350;2010;507;Total
130350;2011;234;Total
130350;2012;939;Total
130350;2013;1482;Total
130350;2014;2174;Total
130350;2015;1247;Total
130350;2016;286;Total
130350;2017;388;Total
130350;2018;342;Total
130350;2019;916;Total
130350;2020;241;Total
130353;2007;6349;Total
130353;2008;4541;Total
130353;2009;1647;Total
130353;2010;1090;Total
130353;2011;744;Total
130353;2012;737;Total
130353;2013;757;Total
130353;2014;733;Total
130353;2015;582;Total
130353;2016;2074;Total
130353;2017;3274;Total
130353;2018;2069;Total
130353;2019;1459;Total
130353;2020;516;Total
130356;2007;6261;Total
130356;2008;2104;Total
130356;2009;1833;Total
130356;2010;1790;Total
130356;2011;1625;Total
130356;2012;1279;Total
130356;2013;1003;Total
130356;2014;204;Total
130356;2015;223;Total
130356;2016;738;Total
130356;2017;1725;Total
130356;2018;1567;Total
130356;2019;615;Total
130356;2020;278;Total
130360;2007;5564;Total
130360;2008;4305;Total
130360;2009;636;Total
130360;2010;813;Total
130360;2011;1189;Total
130360;2012;353;Total
130360;2013;211;Total
130360;2014;366;Total
130360;2015;1529;Total
130360;2016;3319;Total
130360;2017;8666;Total
130360;2018;3518;Total
130360;2019;4865;Total
130360;2020;1240;Total
130370;2007;1366;Total
130370;2008;2179;Total
130370;2009;1712;Total
130370;2010;426;Total
130370;2011;299;Total
130370;2012;1675;Total
130370;2013;1331;Total
130370;2014;2396;Total
130370;2015;2423;Total
130370;2016;494;Total
130370;2017;413;Total
130370;2018;1124;Total
130370;2019;983;Total
130370;2020;115;Total
130380;2007;6995;Total
130380;2008;5113;Total
130380;2009;4040;Total
130380;2010;9939;Total
130380;2011;5778;Total
130380;2012;4537;Total
130380;2013;6240;Total
130380;2014;5018;Total
130380;2015;5858;Total
130380;2016;13176;Total
130380;2017;14671;Total
130380;2018;17761;Total
130380;2019;9393;Total
130380;2020;4687;Total
130390;2007;1033;Total
130390;2008;1626;Total
130390;2009;2717;Total
130390;2010;952;Total
130390;2011;754;Total
130390;2012;4434;Total
130390;2013;4330;Total
130390;2014;1578;Total
130390;2015;2916;Total
130390;2016;478;Total
130390;2017;202;Total
130390;2018;82;Total
130390;2019;89;Total
130390;2020;15;Total
130395;2007;2054;Total
130395;2008;822;Total
130395;2009;394;Total
130395;2010;266;Total
130395;2011;199;Total
130395;2012;11;Total
130395;2013;55;Total
130395;2014;13;Total
130395;2015;170;Total
130395;2016;17;Total
130395;2017;432;Total
130395;2018;613;Total
130395;2019;293;Total
130395;2020;47;Total
130400;2007;921;Total
130400;2008;806;Total
130400;2009;182;Total
130400;2010;98;Total
130400;2011;24;Total
130400;2012;7;Total
130400;2013;7;Total
130400;2014;20;Total
130400;2015;2;Total
130400;2016;1;Total
130400;2017;12;Total
130400;2018;136;Total
130400;2019;43;Total
130400;2020;7;Total
130406;2007;1721;Total
130406;2008;850;Total
130406;2009;5288;Total
130406;2010;2406;Total
130406;2011;1386;Total
130406;2012;5035;Total
130406;2013;4164;Total
130406;2014;1698;Total
130406;2015;1864;Total
130406;2016;644;Total
130406;2017;284;Total
130406;2018;158;Total
130406;2019;140;Total
130406;2020;45;Total
130410;2007;4342;Total
130410;2008;4923;Total
130410;2009;3577;Total
130410;2010;2022;Total
130410;2011;1309;Total
130410;2012;1571;Total
130410;2013;1181;Total
130410;2014;2331;Total
130410;2015;1652;Total
130410;2016;575;Total
130410;2017;1698;Total
130410;2018;2081;Total
130410;2019;2322;Total
130410;2020;1270;Total
130420;2007;9211;Total
130420;2008;10248;Total
130420;2009;5699;Total
130420;2010;2270;Total
130420;2011;2308;Total
130420;2012;3245;Total
130420;2013;2663;Total
130420;2014;2635;Total
130420;2015;2725;Total
130420;2016;1114;Total
130420;2017;2378;Total
130420;2018;4817;Total
130420;2019;3037;Total
130420;2020;746;Total
130423;2007;154;Total
130423;2008;55;Total
130423;2009;169;Total
130423;2010;159;Total
130423;2011;5;Total
130423;2012;22;Total
130423;2013;22;Total
130423;2014;14;Total
130423;2015;80;Total
130423;2016;24;Total
130423;2017;7;Total
130423;2018;5;Total
130423;2019;4;Total
130426;2007;3053;Total
130426;2008;1656;Total
130426;2009;1978;Total
130426;2010;1410;Total
130426;2011;771;Total
130426;2012;995;Total
130426;2013;1708;Total
130426;2014;1443;Total
130426;2015;2010;Total
130426;2016;456;Total
130426;2017;187;Total
130426;2018;268;Total
130426;2019;480;Total
130426;2020;79;Total
130430;2007;994;Total
130430;2008;305;Total
130430;2009;180;Total
130430;2010;81;Total
130430;2011;33;Total
130430;2012;6;Total
130430;2013;17;Total
130430;2014;9;Total
130430;2015;227;Total
130430;2016;31;Total
130430;2017;170;Total
130430;2018;130;Total
130430;2019;65;Total
130430;2020;2;Total
130440;2007;13;Total
130440;2008;3;Total
130440;2009;1;Total
130440;2010;3;Total
130440;2011;1;Total
130440;2012;2;Total
130440;2013;2;Total
130440;2014;1;Total
130440;2015;2;Total
130440;2016;1;Total
130440;2017;1;Total
130440;2019;1;Total
140002;2007;343;Total
140002;2008;634;Total
140002;2009;1310;Total
140002;2010;1995;Total
140002;2011;1527;Total
140002;2012;566;Total
140002;2013;1433;Total
140002;2014;1510;Total
140002;2015;876;Total
140002;2016;1139;Total
140002;2017;654;Total
140002;2018;1720;Total
140002;2019;2702;Total
140002;2020;1906;Total
140005;2007;726;Total
140005;2008;268;Total
140005;2009;1183;Total
140005;2010;2075;Total
140005;2011;1440;Total
140005;2012;228;Total
140005;2013;132;Total
140005;2014;637;Total
140005;2015;1374;Total
140005;2016;1271;Total
140005;2017;1009;Total
140005;2018;2434;Total
140005;2019;7275;Total
140005;2020;2982;Total
140010;2007;596;Total
140010;2008;473;Total
140010;2009;410;Total
140010;2010;537;Total
140010;2011;359;Total
140010;2012;180;Total
140010;2013;244;Total
140010;2014;138;Total
140010;2015;86;Total
140010;2016;57;Total
140010;2017;205;Total
140010;2018;394;Total
140010;2019;539;Total
140010;2020;245;Total
140015;2007;684;Total
140015;2008;695;Total
140015;2009;723;Total
140015;2010;1041;Total
140015;2011;859;Total
140015;2012;465;Total
140015;2013;124;Total
140015;2014;66;Total
140015;2015;72;Total
140015;2016;52;Total
140015;2017;92;Total
140015;2018;186;Total
140015;2019;185;Total
140015;2020;158;Total
140017;2007;3338;Total
140017;2008;3069;Total
140017;2009;4839;Total
140017;2010;7493;Total
140017;2011;3732;Total
140017;2012;1724;Total
140017;2013;625;Total
140017;2014;609;Total
140017;2015;237;Total
140017;2016;239;Total
140017;2017;3045;Total
140017;2018;4012;Total
140017;2019;2113;Total
140017;2020;578;Total
140020;2007;3028;Total
140020;2008;1573;Total
140020;2009;2144;Total
140020;2010;2537;Total
140020;2011;2046;Total
140020;2012;695;Total
140020;2013;521;Total
140020;2014;944;Total
140020;2015;750;Total
140020;2016;416;Total
140020;2017;2208;Total
140020;2018;3394;Total
140020;2019;1414;Total
140020;2020;216;Total
140023;2007;506;Total
140023;2008;195;Total
140023;2009;175;Total
140023;2010;248;Total
140023;2011;34;Total
140023;2012;113;Total
140023;2013;221;Total
140023;2014;82;Total
140023;2015;192;Total
140023;2016;378;Total
140023;2017;146;Total
140023;2018;380;Total
140023;2019;1176;Total
140023;2020;358;Total
140028;2007;1396;Total
140028;2008;884;Total
140028;2009;767;Total
140028;2010;810;Total
140028;2011;378;Total
140028;2012;235;Total
140028;2013;180;Total
140028;2014;146;Total
140028;2015;476;Total
140028;2016;234;Total
140028;2017;1128;Total
140028;2018;1089;Total
140028;2019;1575;Total
140028;2020;690;Total
140030;2007;1272;Total
140030;2008;856;Total
140030;2009;1034;Total
140030;2010;1123;Total
140030;2011;793;Total
140030;2012;619;Total
140030;2013;305;Total
140030;2014;287;Total
140030;2015;449;Total
140030;2016;731;Total
140030;2017;1031;Total
140030;2018;1148;Total
140030;2019;2044;Total
140030;2020;1097;Total
140040;2007;147;Total
140040;2008;141;Total
140040;2009;169;Total
140040;2010;160;Total
140040;2011;131;Total
140040;2012;177;Total
140040;2013;49;Total
140040;2014;13;Total
140040;2015;20;Total
140040;2016;6;Total
140040;2017;8;Total
140040;2018;28;Total
140040;2019;91;Total
140040;2020;25;Total
140045;2007;370;Total
140045;2008;97;Total
140045;2009;373;Total
140045;2010;883;Total
140045;2011;115;Total
140045;2012;225;Total
140045;2013;260;Total
140045;2014;297;Total
140045;2015;224;Total
140045;2016;230;Total
140045;2017;440;Total
140045;2018;2194;Total
140045;2019;2151;Total
140045;2020;1163;Total
140047;2007;3730;Total
140047;2008;1722;Total
140047;2009;1187;Total
140047;2010;2210;Total
140047;2011;1328;Total
140047;2012;704;Total
140047;2013;556;Total
140047;2014;875;Total
140047;2015;2172;Total
140047;2016;1144;Total
140047;2017;4064;Total
140047;2018;4509;Total
140047;2019;2681;Total
140047;2020;994;Total
140050;2007;314;Total
140050;2008;168;Total
140050;2009;502;Total
140050;2010;544;Total
140050;2011;185;Total
140050;2012;812;Total
140050;2013;837;Total
140050;2014;890;Total
140050;2015;663;Total
140050;2016;578;Total
140050;2017;71;Total
140050;2018;450;Total
140050;2019;673;Total
140050;2020;291;Total
140060;2007;356;Total
140060;2008;101;Total
140060;2009;190;Total
140060;2010;149;Total
140060;2011;51;Total
140060;2012;61;Total
140060;2013;212;Total
140060;2014;231;Total
140060;2015;175;Total
140060;2016;90;Total
140060;2017;78;Total
140060;2018;274;Total
140060;2019;237;Total
140060;2020;72;Total
140070;2007;34;Total
140070;2008;37;Total
140070;2009;340;Total
140070;2010;319;Total
140070;2011;301;Total
140070;2012;225;Total
140070;2013;146;Total
140070;2014;63;Total
140070;2015;116;Total
140070;2016;88;Total
140070;2017;26;Total
140070;2018;1153;Total
140070;2019;1304;Total
140070;2020;741;Total
150010;2007;4;Total
150010;2008;2;Total
150010;2009;4;Total
150010;2010;6;Total
150010;2011;9;Total
150010;2012;5;Total
150010;2013;3;Total
150010;2014;1;Total
150010;2015;1;Total
150010;2016;2;Total
150010;2017;1;Total
150010;2018;6;Total
150010;2019;1;Total
150010;2020;3;Total
150013;2007;10;Total
150013;2008;3;Total
150013;2009;1;Total
150013;2010;2;Total
150013;2011;4;Total
150013;2016;1;Total
150013;2020;1;Total
150020;2007;14;Total
150020;2008;6;Total
150020;2009;11;Total
150020;2010;18;Total
150020;2011;14;Total
150020;2012;13;Total
150020;2013;2;Total
150020;2014;2;Total
150020;2016;2;Total
150020;2017;1;Total
150020;2018;2;Total
150020;2019;1;Total
150030;2007;386;Total
150030;2008;567;Total
150030;2009;2308;Total
150030;2010;1855;Total
150030;2011;1073;Total
150030;2012;2203;Total
150030;2013;960;Total
150030;2014;628;Total
150030;2015;537;Total
150030;2016;622;Total
150030;2017;804;Total
150030;2018;871;Total
150030;2019;1024;Total
150030;2020;138;Total
150034;2007;1;Total
150034;2008;1;Total
150034;2010;3;Total
150034;2011;2;Total
150034;2012;5;Total
150034;2013;2;Total
150034;2018;1;Total
150034;2019;2;Total
150040;2007;1380;Total
150040;2008;925;Total
150040;2009;946;Total
150040;2010;795;Total
150040;2011;1615;Total
150040;2012;680;Total
150040;2013;315;Total
150040;2014;114;Total
150040;2015;66;Total
150040;2016;101;Total
150040;2017;144;Total
150040;2018;340;Total
150040;2019;1720;Total
150040;2020;845;Total
150050;2007;724;Total
150050;2008;903;Total
150050;2009;681;Total
150050;2010;665;Total
150050;2011;735;Total
150050;2012;468;Total
150050;2013;571;Total
150050;2014;335;Total
150050;2015;544;Total
150050;2016;813;Total
150050;2017;627;Total
150050;2018;709;Total
150050;2019;356;Total
150050;2020;119;Total
150060;2007;3816;Total
150060;2008;1927;Total
150060;2009;1981;Total
150060;2010;2204;Total
150060;2011;1646;Total
150060;2012;2112;Total
150060;2013;365;Total
150060;2014;151;Total
150060;2015;50;Total
150060;2016;20;Total
150060;2017;58;Total
150060;2018;187;Total
150060;2019;637;Total
150060;2020;352;Total
150070;2007;10202;Total
150070;2008;14492;Total
150070;2009;34025;Total
150070;2010;30778;Total
150070;2011;22111;Total
150070;2012;22340;Total
150070;2013;3410;Total
150070;2014;2248;Total
150070;2015;3334;Total
150070;2016;2635;Total
150070;2017;8228;Total
150070;2018;6924;Total
150070;2019;7727;Total
150070;2020;1773;Total
150080;2007;10;Total
150080;2008;11;Total
150080;2009;7;Total
150080;2010;16;Total
150080;2011;23;Total
150080;2012;16;Total
150080;2013;150;Total
150080;2014;3;Total
150080;2015;1;Total
150080;2016;3;Total
150080;2017;13;Total
150080;2018;18;Total
150080;2019;1;Total
150085;2007;1332;Total
150085;2008;762;Total
150085;2009;800;Total
150085;2010;1927;Total
150085;2011;3771;Total
150085;2012;1900;Total
150085;2013;303;Total
150085;2014;279;Total
150085;2015;45;Total
150085;2016;71;Total
150085;2017;11;Total
150085;2018;3;Total
150085;2019;2;Total
150085;2020;1;Total
150090;2007;493;Total
150090;2008;344;Total
150090;2009;276;Total
150090;2010;204;Total
150090;2011;30;Total
